X,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
WBGene00014580,0,0,0,0,0,0
WBGene00014581,0,0,0,0,0,0
WBGene00014582,0,0,0,0,0,0
WBGene00014583,0,0,0,0,1,0
WBGene00014584,0,0,0,0,0,0
WBGene00014585,0,0,0,0,0,0
WBGene00014586,1,0,0,0,0,0
WBGene00014587,0,0,0,0,0,0
WBGene00014588,0,0,0,0,0,0
WBGene00014589,2,0,2,0,0,2
WBGene00014590,0,0,0,0,0,0
WBGene00014591,0,0,0,0,0,0
WBGene00014592,0,0,0,0,0,0
WBGene00014593,1,1,2,1,5,7
WBGene00014594,0,0,0,0,0,0
WBGene00014595,0,0,0,0,0,0
WBGene00014596,0,0,0,0,0,0
WBGene00014597,0,0,0,0,1,0
WBGene00014598,0,0,0,0,0,1
WBGene00014599,0,0,0,0,0,0
WBGene00014600,0,0,0,0,0,0
WBGene00014601,0,0,0,0,0,0
WBGene00014602,0,0,0,0,0,0
WBGene00014603,0,0,0,0,0,0
WBGene00014604,0,0,0,0,0,0
WBGene00014605,0,0,0,0,0,0
WBGene00014606,0,0,0,0,0,0
WBGene00014607,0,0,0,0,0,0
WBGene00014608,0,0,0,0,0,0
WBGene00014609,0,0,0,0,0,0
WBGene00014610,0,0,0,0,0,0
WBGene00014611,2,0,0,0,0,0
WBGene00014612,0,0,0,0,0,0
WBGene00014613,966,1095,964,736,1051,888
WBGene00014614,0,0,0,0,0,0
WBGene00014615,102,84,86,59,90,59
WBGene00014616,0,0,0,0,0,0
WBGene00014617,0,1,0,1,1,1
WBGene00014618,0,0,0,0,0,0
WBGene00014619,0,0,0,1,0,0
WBGene00014620,0,0,0,0,0,0
WBGene00014621,0,0,2,1,3,0
WBGene00014622,0,0,0,0,1,0
WBGene00014623,0,0,0,0,0,0
WBGene00014624,0,0,0,0,0,0
WBGene00014625,0,0,0,0,0,0
WBGene00014626,0,3,0,0,3,0
WBGene00014627,0,0,0,0,0,0
WBGene00014628,0,0,0,0,0,0
WBGene00014629,0,0,0,0,0,1
WBGene00014630,0,0,0,0,0,0
WBGene00014631,0,0,0,1,2,2
WBGene00014632,0,0,0,0,0,0
WBGene00014633,0,0,0,0,0,0
WBGene00014634,0,0,0,0,0,0
WBGene00014635,0,0,0,0,0,0
WBGene00014636,0,0,0,0,0,0
WBGene00014637,0,0,0,0,0,0
WBGene00014638,0,0,0,0,0,0
WBGene00014639,0,1,0,0,0,0
WBGene00014640,0,0,0,0,0,0
WBGene00014641,2,1,4,1,4,5
WBGene00014643,300,329,321,197,319,239
WBGene00014644,0,0,0,0,0,0
WBGene00014645,0,0,0,0,0,0
WBGene00014646,0,0,0,0,0,0
WBGene00014647,0,0,0,0,0,0
WBGene00014648,0,0,0,0,0,0
WBGene00014649,0,0,0,0,0,0
WBGene00014650,0,0,0,0,0,0
WBGene00014651,0,0,0,0,0,0
WBGene00014652,0,0,0,0,0,0
WBGene00014653,0,0,0,0,0,0
WBGene00014654,0,0,0,0,0,0
WBGene00014655,0,0,0,0,0,0
WBGene00014656,0,0,0,0,0,0
WBGene00014657,0,0,0,0,0,0
WBGene00014658,0,0,0,0,0,0
WBGene00014659,0,0,0,0,0,0
WBGene00014660,9,3,1,2,2,2
WBGene00014663,14,19,15,14,19,18
WBGene00014664,0,1,0,0,0,0
WBGene00014665,2,7,6,4,9,3
WBGene00014666,213,213,231,242,338,291
WBGene00014667,5215,5316,6305,5585,7351,4883
WBGene00014668,16,15,17,24,21,19
WBGene00014669,395,444,370,430,605,559
WBGene00014670,0,0,0,0,0,0
WBGene00014671,0,0,0,0,0,0
WBGene00014672,17,25,26,13,30,31
WBGene00014673,5,2,5,3,5,4
WBGene00014674,0,0,0,0,1,0
WBGene00014675,0,0,1,0,0,0
WBGene00014676,0,0,0,0,0,0
WBGene00014677,0,0,0,0,0,0
WBGene00014678,4,1,4,3,3,2
WBGene00014679,0,0,1,0,3,0
WBGene00014681,3,4,7,1,2,3
WBGene00014682,0,0,0,0,0,0
WBGene00014683,0,0,0,0,0,0
WBGene00014684,0,0,0,0,1,0
WBGene00014685,0,0,0,0,0,0
WBGene00014686,0,0,0,0,0,0
WBGene00014689,1,0,0,2,0,4
WBGene00014691,0,0,0,0,0,0
WBGene00014692,0,1,0,0,0,0
WBGene00014693,1,0,0,0,0,1
WBGene00014694,5,2,0,2,0,1
WBGene00014695,0,0,0,0,0,0
WBGene00014696,0,0,0,0,0,0
WBGene00014697,130,187,175,218,261,260
WBGene00014698,11,7,8,9,14,24
WBGene00014699,1,3,4,1,6,2
WBGene00014700,1,4,0,2,2,1
WBGene00014701,16,16,15,6,15,17
WBGene00014702,0,0,1,0,0,1
WBGene00014703,0,1,0,1,5,2
WBGene00014704,0,0,0,0,0,0
WBGene00014705,0,0,0,0,0,0
WBGene00014706,0,0,0,0,0,0
WBGene00014707,0,0,0,0,0,0
WBGene00014708,0,0,0,0,0,0
WBGene00014710,5,5,5,3,8,2
WBGene00014711,1,0,1,1,0,1
WBGene00014714,1,0,2,2,1,3
WBGene00014715,1,0,0,0,0,0
WBGene00014716,0,0,0,0,0,0
WBGene00014717,0,0,0,0,0,0
WBGene00014718,0,0,0,0,0,0
WBGene00014719,0,0,0,0,0,0
WBGene00014720,0,0,0,0,0,0
WBGene00014721,0,0,0,0,0,0
WBGene00014722,0,0,0,0,0,0
WBGene00014723,0,0,0,0,0,0
WBGene00014724,0,0,0,0,0,0
WBGene00014727,0,0,0,0,0,0
WBGene00014728,31,29,30,18,29,28
WBGene00014729,21,15,8,8,14,7
WBGene00014730,121,108,152,145,169,171
WBGene00014731,6,8,4,1,0,2
WBGene00014732,48,43,52,58,72,78
WBGene00014733,0,0,0,0,0,0
WBGene00014734,3,1,2,0,3,2
WBGene00014735,1,1,0,0,1,1
WBGene00014738,0,0,1,0,0,0
WBGene00014740,0,0,0,0,1,0
WBGene00014741,3,2,0,3,2,0
WBGene00014744,1,1,0,2,0,3
WBGene00014745,0,0,1,0,1,0
WBGene00014746,281,310,299,233,358,305
WBGene00014748,1,0,0,0,1,0
WBGene00014751,9,12,6,9,10,17
WBGene00014752,3,3,0,1,4,3
WBGene00014753,2,4,8,1,1,4
WBGene00014754,0,1,1,2,0,2
WBGene00014755,11,7,13,12,17,9
WBGene00014757,0,2,1,0,0,0
WBGene00014758,0,0,0,0,0,0
WBGene00014759,124,134,56,115,105,92
WBGene00014760,2,12,8,2,11,4
WBGene00014761,36,36,22,33,40,35
WBGene00014763,0,0,0,0,0,1
WBGene00014764,1,0,1,0,1,0
WBGene00014766,0,0,0,0,1,0
WBGene00014767,0,0,0,0,0,0
WBGene00014768,0,0,0,0,0,1
WBGene00014769,66,51,50,44,61,62
WBGene00014770,74,101,45,81,91,67
WBGene00014771,9,10,12,24,34,26
WBGene00014772,1273,1366,1259,1128,1511,1269
WBGene00014773,0,1,2,1,4,4
WBGene00014775,0,0,0,0,0,0
WBGene00014776,0,0,0,0,0,0
WBGene00014777,1,3,1,2,2,0
WBGene00014778,11,19,11,3,11,6
WBGene00014779,0,1,0,0,0,0
WBGene00014781,0,0,1,0,0,1
WBGene00014782,0,0,0,0,0,0
WBGene00014783,0,0,0,0,0,0
WBGene00014784,0,0,0,0,0,0
WBGene00014785,0,0,0,0,0,0
WBGene00014786,0,0,0,0,0,0
WBGene00014787,0,0,0,0,0,0
WBGene00014788,0,0,0,0,0,0
WBGene00014789,119,116,119,102,99,108
WBGene00014790,14,27,24,10,11,10
WBGene00014793,699,714,713,690,938,858
WBGene00014794,7,5,9,4,5,2
WBGene00014796,6,8,6,4,12,6
WBGene00014798,0,2,2,2,1,0
WBGene00014799,2,0,0,0,2,0
WBGene00014800,0,0,0,1,0,0
WBGene00014801,1204,1293,1159,746,1077,676
WBGene00014803,1,0,0,0,0,0
WBGene00014805,1,2,2,0,0,2
WBGene00014806,31,30,41,31,27,28
WBGene00014807,146,163,158,96,165,152
WBGene00014809,2,5,2,2,2,1
WBGene00014811,254,252,232,246,316,273
WBGene00014813,10,7,7,7,13,6
WBGene00014814,319,341,292,170,240,159
WBGene00014817,0,0,0,1,0,0
WBGene00014818,0,0,0,0,0,0
WBGene00014819,0,0,0,0,0,0
WBGene00014820,207,243,198,228,263,289
WBGene00014821,452,448,317,353,413,288
WBGene00014822,112,88,78,96,92,91
WBGene00014824,0,0,0,0,0,0
WBGene00014825,3,2,1,0,1,0
WBGene00014826,148,161,215,199,385,398
WBGene00014827,0,0,0,0,0,0
WBGene00014828,0,0,0,0,0,0
WBGene00014829,0,0,0,0,0,0
WBGene00014832,2,0,1,0,1,0
WBGene00014833,0,0,0,0,0,0
WBGene00014834,11,10,15,8,15,7
WBGene00014835,0,2,0,0,1,0
WBGene00014836,443,475,435,297,429,403
WBGene00014837,0,1,1,1,0,0
WBGene00014838,15,25,22,18,13,14
WBGene00014839,0,0,0,0,0,0
WBGene00014841,0,1,1,0,2,1
WBGene00014842,0,0,0,1,3,4
WBGene00014843,0,0,0,0,0,0
WBGene00014844,0,0,1,0,1,0
WBGene00014845,1,0,0,0,0,0
WBGene00014846,0,1,1,0,0,1
WBGene00014848,50,40,51,53,51,51
WBGene00014849,0,0,0,0,0,0
WBGene00014850,0,0,0,0,0,0
WBGene00014851,0,0,3,1,2,1
WBGene00014852,46,51,38,40,62,44
WBGene00014853,0,0,0,0,1,0
WBGene00014854,3,3,3,3,5,1
WBGene00014855,0,0,0,0,0,0
WBGene00014856,0,0,0,0,0,0
WBGene00014857,0,1,0,1,2,0
WBGene00014858,31,29,30,20,20,24
WBGene00014861,10,14,11,11,15,8
WBGene00014862,2,0,2,0,2,1
WBGene00014863,0,6,4,4,2,3
WBGene00014864,8,11,5,13,9,17
WBGene00014865,0,0,0,0,0,0
WBGene00014866,0,0,0,0,0,0
WBGene00014867,0,0,0,0,0,0
WBGene00014868,0,0,0,0,0,0
WBGene00014869,0,0,0,0,0,0
WBGene00014870,58,82,76,73,89,85
WBGene00014871,210,222,206,205,229,259
WBGene00014872,3,0,0,0,2,1
WBGene00014873,0,0,0,0,1,2
WBGene00014874,41,49,59,31,54,56
WBGene00014875,0,0,0,0,0,0
WBGene00014876,0,0,0,1,0,0
WBGene00014877,0,0,0,0,0,0
WBGene00014878,0,0,1,0,0,0
WBGene00014879,0,0,0,0,0,0
WBGene00014880,0,0,0,0,0,0
WBGene00014881,1,0,0,0,0,0
WBGene00014882,0,0,0,1,0,0
WBGene00014883,193,203,201,140,236,190
WBGene00014884,82,82,77,51,73,72
WBGene00014885,0,1,0,0,0,0
WBGene00014886,37,35,21,36,59,52
WBGene00014887,0,0,0,0,0,0
WBGene00014888,17,20,27,7,17,11
WBGene00014889,0,0,0,0,0,0
WBGene00014890,0,0,0,0,0,0
WBGene00014891,0,0,0,0,0,0
WBGene00014892,0,0,0,0,0,0
WBGene00014893,0,0,0,0,0,0
WBGene00014894,0,0,0,0,0,0
WBGene00014895,0,0,0,0,0,0
WBGene00014896,0,0,0,0,0,0
WBGene00014897,0,0,0,0,0,0
WBGene00014898,1,4,3,5,3,4
WBGene00014902,58,64,78,69,66,65
WBGene00014903,0,3,2,0,3,1
WBGene00014904,278,268,243,190,241,193
WBGene00014905,3,2,3,0,0,0
WBGene00014906,3,5,1,3,9,6
WBGene00014907,73,57,43,72,75,58
WBGene00014908,0,0,0,0,0,0
WBGene00014909,1,0,2,3,4,1
WBGene00014910,0,0,0,0,0,0
WBGene00014911,0,0,0,0,0,0
WBGene00014912,0,0,0,0,0,0
WBGene00014914,108,97,92,86,111,91
WBGene00014915,486,430,516,461,651,603
WBGene00014916,200,176,175,171,257,207
WBGene00014917,162,167,169,195,229,231
WBGene00014918,325,418,423,455,511,527
WBGene00014920,34,24,24,20,28,21
WBGene00014921,7,1,2,3,3,1
WBGene00014922,28,15,18,5,13,10
WBGene00014923,0,2,0,0,0,0
WBGene00014924,0,2,1,1,1,2
WBGene00014925,0,0,0,0,0,3
WBGene00014926,5,6,9,7,8,8
WBGene00014927,0,0,0,0,0,0
WBGene00014928,0,0,0,0,0,0
WBGene00014929,0,0,0,0,0,0
WBGene00014930,0,0,1,0,0,0
WBGene00014931,3,1,3,2,1,2
WBGene00014932,3,4,2,1,1,0
WBGene00014933,1,1,0,0,1,0
WBGene00014934,3,2,0,2,3,2
WBGene00014935,0,0,0,0,0,0
WBGene00014936,0,0,0,0,0,0
WBGene00014937,0,0,1,0,1,0
WBGene00014938,1645,1769,1810,1776,2326,2302
WBGene00014939,0,0,0,0,0,0
WBGene00014941,129,116,105,114,151,138
WBGene00014943,1,1,3,2,1,2
WBGene00014944,1,2,1,1,3,5
WBGene00014945,0,0,0,0,0,0
WBGene00014946,151,150,99,92,151,112
WBGene00014947,160,192,169,169,233,233
WBGene00014948,1,0,0,0,0,0
WBGene00014949,93,100,96,64,126,98
WBGene00014950,0,0,0,0,0,0
WBGene00014951,0,0,1,0,0,0
WBGene00014952,0,0,0,0,0,0
WBGene00014953,0,0,0,0,0,0
WBGene00014954,648,671,609,649,851,697
WBGene00014955,1594,1665,1522,1696,2321,1840
WBGene00014956,9,13,8,8,13,4
WBGene00014957,0,0,0,0,0,1
WBGene00014958,38,30,21,13,12,13
WBGene00014961,5,4,3,4,3,1
WBGene00014962,3,2,5,2,3,4
WBGene00014963,5,5,4,2,6,7
WBGene00014964,2,3,2,3,4,2
WBGene00014965,1774,1813,2018,2044,2400,2138
WBGene00014966,0,0,0,0,0,0
WBGene00014967,19,29,20,8,17,12
WBGene00014969,0,0,0,0,0,0
WBGene00014970,0,0,0,0,0,0
WBGene00014971,0,0,0,0,0,0
WBGene00014972,0,0,0,0,0,0
WBGene00014973,0,0,0,0,0,0
WBGene00014974,0,0,0,0,0,0
WBGene00014975,100,101,115,101,117,142
WBGene00014976,25,16,13,15,16,18
WBGene00014977,5,5,5,4,6,5
WBGene00014978,32,44,33,30,39,32
WBGene00014979,10,17,16,7,5,3
WBGene00014980,1,1,0,1,0,0
WBGene00014981,0,3,0,0,0,0
WBGene00014983,0,0,0,1,1,0
WBGene00014984,1,0,0,0,2,1
WBGene00014985,0,0,0,0,0,0
WBGene00014987,685,685,642,686,980,727
WBGene00014989,29,35,36,18,34,35
WBGene00014990,0,0,0,0,0,0
WBGene00014991,1,1,0,2,1,1
WBGene00014992,139,130,153,145,177,133
WBGene00014993,0,0,0,0,0,0
WBGene00014994,261,251,217,192,278,241
WBGene00014996,1,3,4,3,2,1
WBGene00014997,4,4,2,0,5,1
WBGene00014998,22,32,20,25,32,39
WBGene00014999,1119,1164,1051,785,1105,969
WBGene00015000,8,9,6,11,16,12
WBGene00015001,1266,1307,1389,1444,1684,1878
WBGene00015002,17,56,40,12,20,24
WBGene00015003,0,0,0,0,0,0
WBGene00015004,2,1,1,3,0,0
WBGene00015005,20,10,14,8,19,25
WBGene00015006,4,4,3,3,7,1
WBGene00015007,9122,9183,9188,8133,10715,10614
WBGene00015008,285,252,283,284,401,395
WBGene00015009,2626,2586,2888,2886,3683,3547
WBGene00015010,119,119,136,135,173,202
WBGene00015011,2970,3032,3403,3359,4654,4385
WBGene00015012,25,43,32,26,35,36
WBGene00015013,62,64,60,66,79,81
WBGene00015014,258,251,279,284,320,274
WBGene00015015,5,13,4,4,9,5
WBGene00015016,148,136,146,173,191,172
WBGene00015017,4007,4304,4389,4208,5196,4355
WBGene00015018,12,9,5,5,7,9
WBGene00015019,17,17,16,6,10,13
WBGene00015020,2,3,0,2,2,1
WBGene00015021,1585,1750,1815,1771,2294,2184
WBGene00015022,1322,1408,1465,1423,1817,1792
WBGene00015023,3066,3219,3425,3199,4106,3079
WBGene00015024,7,6,14,1,5,1
WBGene00015025,2127,2017,2133,2038,2851,2831
WBGene00015026,1,5,2,0,5,1
WBGene00015027,10,11,21,10,15,29
WBGene00015028,80,80,74,35,60,33
WBGene00015029,1670,1672,1893,2046,2558,2657
WBGene00015030,1,0,1,1,3,1
WBGene00015031,0,0,1,0,0,0
WBGene00015032,0,1,0,0,2,0
WBGene00015033,2,4,0,1,0,1
WBGene00015034,0,0,3,0,2,1
WBGene00015035,63,56,65,51,79,73
WBGene00015036,0,7,3,3,2,3
WBGene00015037,1270,1387,1211,1151,1485,1028
WBGene00015038,82,85,92,98,137,144
WBGene00015040,54,31,48,58,61,63
WBGene00015041,33,33,30,29,40,32
WBGene00015042,27,22,25,20,16,18
WBGene00015043,203,233,227,240,313,345
WBGene00015044,1354,1552,1536,1827,2050,2093
WBGene00015045,9,14,14,17,13,26
WBGene00015046,259,248,183,107,189,184
WBGene00015047,985,1102,996,942,1261,1123
WBGene00015048,986,1285,1302,1142,1409,1572
WBGene00015049,0,4,2,5,7,2
WBGene00015050,97,128,83,99,138,102
WBGene00015051,3,2,4,0,4,2
WBGene00015052,50,62,36,52,92,69
WBGene00015053,28,25,23,10,26,24
WBGene00015054,0,2,2,1,2,3
WBGene00015055,146,161,135,131,196,169
WBGene00015056,172,141,150,152,177,153
WBGene00015057,454,475,431,505,571,480
WBGene00015058,3,4,2,4,2,5
WBGene00015059,76,77,58,76,84,98
WBGene00015061,969,984,980,829,1178,640
WBGene00015062,7,10,10,6,6,6
WBGene00015063,421,493,445,262,357,369
WBGene00015064,888,995,925,970,1335,1117
WBGene00015065,2,1,3,0,0,1
WBGene00015066,3,1,1,1,1,5
WBGene00015067,241,246,247,258,303,305
WBGene00015068,0,0,0,0,0,0
WBGene00015069,0,1,0,0,0,2
WBGene00015070,0,0,2,1,1,1
WBGene00015071,1,3,0,0,3,1
WBGene00015072,1,3,1,3,6,1
WBGene00015073,4413,4247,4709,4727,5594,3998
WBGene00015074,3424,3574,3665,3621,4635,4187
WBGene00015075,4860,4819,4975,4663,6311,5863
WBGene00015076,478,381,593,413,555,674
WBGene00015077,58,67,59,69,75,82
WBGene00015078,0,0,0,0,0,1
WBGene00015079,12,19,6,22,13,15
WBGene00015080,82,95,76,85,98,80
WBGene00015081,75,59,53,50,91,63
WBGene00015082,9,18,10,19,19,15
WBGene00015083,19077,17502,19803,19437,26389,16599
WBGene00015084,3,3,1,2,2,1
WBGene00015085,97,96,96,101,126,130
WBGene00015086,0,0,0,0,0,0
WBGene00015087,413,569,387,300,349,347
WBGene00015088,328,337,353,356,459,472
WBGene00015089,20,17,25,9,14,15
WBGene00015091,3910,3934,4267,3777,4643,3692
WBGene00015092,1482,1562,1558,1640,1975,2051
WBGene00015093,0,2,2,0,3,0
WBGene00015094,7,3,13,4,7,2
WBGene00015095,5754,5856,6536,6748,8635,7306
WBGene00015096,581,564,659,423,576,597
WBGene00015097,17,11,16,8,12,16
WBGene00015098,348,399,454,411,555,541
WBGene00015099,2153,2117,2459,2385,3174,3423
WBGene00015100,75,84,58,60,92,71
WBGene00015101,1965,1873,1858,1975,2693,2393
WBGene00015102,94684,89657,107068,111020,144494,120990
WBGene00015103,17,20,15,20,33,35
WBGene00015104,2388,2337,2739,2873,3507,3348
WBGene00015105,888,969,1066,908,1284,1193
WBGene00015106,2,5,5,3,7,2
WBGene00015107,254,260,206,237,236,232
WBGene00015108,0,2,2,0,2,1
WBGene00015110,501,594,546,566,692,668
WBGene00015111,8,15,11,10,10,19
WBGene00015112,1170,1296,1184,825,1228,1207
WBGene00015113,7,13,12,5,14,8
WBGene00015114,1,1,1,1,3,2
WBGene00015115,195,194,208,111,150,156
WBGene00015116,549,644,509,690,801,711
WBGene00015117,37,20,14,16,20,20
WBGene00015118,0,0,0,0,0,0
WBGene00015119,23,23,25,9,12,11
WBGene00015121,9,16,18,4,11,2
WBGene00015122,357,414,390,419,520,471
WBGene00015124,91,106,99,92,103,99
WBGene00015125,5733,5832,5844,5612,7394,6061
WBGene00015126,4382,4512,4759,4497,5619,3840
WBGene00015128,907,873,915,869,1151,966
WBGene00015129,3,5,8,6,2,6
WBGene00015130,2413,2341,2715,2552,3259,3131
WBGene00015131,571,540,573,496,665,533
WBGene00015132,460,505,444,379,532,405
WBGene00015133,1911,1889,2187,2253,2957,2772
WBGene00015134,1690,1642,2079,2122,2785,2787
WBGene00015135,17,29,22,12,21,17
WBGene00015136,910,896,1070,997,1312,1321
WBGene00015137,18,21,17,13,25,28
WBGene00015138,450,439,348,342,462,324
WBGene00015139,13,14,13,9,17,14
WBGene00015141,268,340,253,285,428,360
WBGene00015142,2,2,3,3,4,4
WBGene00015143,8745,8778,9415,8551,11122,8537
WBGene00015145,1543,1573,1768,1705,2328,2075
WBGene00015146,6371,6284,6757,6934,8766,6917
WBGene00015147,1762,1761,2026,1991,2433,1820
WBGene00015148,67,70,88,64,106,77
WBGene00015149,1,3,3,3,3,4
WBGene00015150,1397,1367,1564,1605,2097,2145
WBGene00015151,1,0,1,1,0,0
WBGene00015152,17,23,14,15,20,18
WBGene00015153,15,17,7,19,20,12
WBGene00015155,261,281,265,222,271,242
WBGene00015156,2465,2614,2768,2673,3322,2991
WBGene00015157,2592,2933,3071,3215,4003,4084
WBGene00015158,28,42,46,14,31,28
WBGene00015159,2199,2308,2170,1849,2693,2423
WBGene00015160,2206,2107,2466,2560,3170,3206
WBGene00015161,2077,2097,2363,2337,2917,2667
WBGene00015162,4634,4795,5049,5063,6290,6205
WBGene00015163,744,857,786,742,968,934
WBGene00015164,2411,2730,2828,2611,3428,3780
WBGene00015165,17,14,8,7,17,14
WBGene00015167,156,148,188,171,200,240
WBGene00015168,9664,10440,9327,7154,10722,7866
WBGene00015169,63,92,60,53,85,59
WBGene00015170,0,0,0,0,0,0
WBGene00015171,1541,1697,1669,1210,1747,1474
WBGene00015172,165,200,187,220,235,245
WBGene00015173,4366,4589,4561,3977,5229,3348
WBGene00015175,1,1,2,6,1,1
WBGene00015176,2805,2983,3257,3110,3912,3914
WBGene00015177,138,154,111,99,129,118
WBGene00015178,11,26,8,11,11,10
WBGene00015179,57,55,50,60,75,55
WBGene00015180,553,501,483,500,700,666
WBGene00015181,7283,7807,7593,5848,8252,6269
WBGene00015182,17,25,15,15,18,10
WBGene00015183,12,17,20,37,36,26
WBGene00015184,1842,1870,1915,1934,2589,2609
WBGene00015185,860,903,919,860,1258,1303
WBGene00015186,2113,2227,2180,2244,3044,2803
WBGene00015188,1452,1688,1716,1534,1828,1562
WBGene00015189,1050,1041,1211,1174,1449,1300
WBGene00015190,97,132,110,100,140,139
WBGene00015191,1100,1176,1302,1168,1554,1596
WBGene00015192,0,3,1,1,0,0
WBGene00015193,0,0,1,0,1,1
WBGene00015194,1795,1875,1898,1970,2241,1709
WBGene00015196,48,40,83,79,100,136
WBGene00015197,239,243,230,240,292,282
WBGene00015198,2,1,2,2,2,2
WBGene00015199,25,14,12,9,20,10
WBGene00015200,525,580,537,508,654,625
WBGene00015202,5,4,7,2,2,7
WBGene00015203,4958,4944,5268,4683,6101,3708
WBGene00015204,1744,1870,1866,1695,2225,2125
WBGene00015205,950,891,954,938,1306,1163
WBGene00015206,9845,10489,10338,9560,12373,11827
WBGene00015207,2313,2398,2511,2352,2837,2360
WBGene00015208,1560,1733,1804,1691,2237,2306
WBGene00015210,0,3,3,2,2,0
WBGene00015211,0,1,0,0,0,0
WBGene00015214,0,1,2,0,3,2
WBGene00015215,0,1,2,0,4,1
WBGene00015216,442,463,501,458,673,680
WBGene00015217,969,1014,1052,946,1185,1047
WBGene00015218,101,121,102,85,106,78
WBGene00015219,886,960,1010,819,1025,913
WBGene00015220,155,155,111,117,159,108
WBGene00015221,0,3,1,0,1,1
WBGene00015222,0,0,0,0,0,0
WBGene00015223,27,30,40,39,30,38
WBGene00015224,11,7,6,9,17,12
WBGene00015225,21,47,24,26,50,38
WBGene00015226,13,12,17,9,7,11
WBGene00015227,37,66,56,62,74,58
WBGene00015228,88,80,80,91,121,104
WBGene00015229,2,5,2,0,5,5
WBGene00015230,6,3,9,4,4,7
WBGene00015231,49,69,51,26,58,41
WBGene00015232,9007,9880,9178,7927,10480,8890
WBGene00015233,2450,2435,2684,2711,3603,3770
WBGene00015235,3146,2990,3136,3013,4089,3888
WBGene00015236,80,77,80,73,91,52
WBGene00015237,10233,10465,10928,8879,11480,7141
WBGene00015238,742,716,742,824,1002,973
WBGene00015241,1,0,2,0,2,0
WBGene00015242,1,1,2,0,1,1
WBGene00015243,1,4,1,0,5,0
WBGene00015244,5,3,5,4,5,5
WBGene00015245,1219,1265,1313,1391,1745,1602
WBGene00015246,0,0,1,2,1,0
WBGene00015247,50,47,67,64,70,81
WBGene00015248,4386,4742,4966,5187,6843,7431
WBGene00015249,3667,3652,3776,3710,4791,4016
WBGene00015250,935,1036,1073,1037,1312,1152
WBGene00015251,939,892,843,907,1169,1149
WBGene00015252,4,8,6,2,2,0
WBGene00015253,0,0,0,0,0,0
WBGene00015254,0,1,1,0,0,0
WBGene00015255,0,0,2,0,1,1
WBGene00015257,3,2,6,3,6,5
WBGene00015258,73,74,57,40,64,46
WBGene00015259,13,8,22,24,24,11
WBGene00015260,2,4,5,5,2,1
WBGene00015261,28,24,27,24,33,33
WBGene00015262,52,36,35,29,46,47
WBGene00015263,54,70,58,46,67,48
WBGene00015264,21,21,20,20,28,23
WBGene00015265,60,52,36,36,59,52
WBGene00015266,812,820,910,895,1196,1119
WBGene00015267,2073,2134,2369,2450,3280,3376
WBGene00015268,229,261,272,166,259,249
WBGene00015269,1,0,0,0,0,0
WBGene00015270,222,212,282,308,377,384
WBGene00015271,201,211,174,134,204,189
WBGene00015272,36,25,40,21,46,33
WBGene00015273,1484,1399,1801,1675,2084,1984
WBGene00015275,0,0,0,0,0,0
WBGene00015276,4,6,6,7,2,5
WBGene00015277,6,1,6,9,5,7
WBGene00015278,471,474,513,485,667,715
WBGene00015279,98,101,103,105,121,105
WBGene00015280,7448,8049,6590,7391,10187,6822
WBGene00015281,1,1,1,2,4,4
WBGene00015282,3361,3503,3631,3529,4631,3547
WBGene00015283,2820,2803,3181,3293,4082,4153
WBGene00015284,182,246,204,264,291,290
WBGene00015285,905,952,925,828,1108,956
WBGene00015286,142,162,124,96,135,145
WBGene00015287,14,11,18,10,15,25
WBGene00015288,31,17,23,14,31,44
WBGene00015291,987,1028,1160,1226,1296,1330
WBGene00015292,13,10,4,10,10,7
WBGene00015293,196,154,156,178,179,156
WBGene00015294,271,244,254,253,364,375
WBGene00015295,1649,1707,1495,1572,2000,1984
WBGene00015296,4170,4195,4112,3751,4635,3502
WBGene00015297,878,905,1034,904,1245,1050
WBGene00015298,651,810,679,395,557,535
WBGene00015299,37,32,36,25,30,38
WBGene00015300,34,33,22,14,21,29
WBGene00015301,3867,3654,4229,4396,5065,4193
WBGene00015303,52,52,38,23,48,26
WBGene00015305,0,1,3,0,0,1
WBGene00015306,3,6,5,4,13,5
WBGene00015307,1272,1371,1357,1375,1902,1863
WBGene00015308,4942,4993,5264,5015,6730,5623
WBGene00015309,9,9,7,14,15,20
WBGene00015310,2727,2905,3232,3162,3700,3533
WBGene00015311,70,70,63,61,68,78
WBGene00015312,6799,6621,7930,7907,10732,8366
WBGene00015313,1463,1414,1542,1551,2034,1647
WBGene00015315,0,0,0,0,1,0
WBGene00015316,0,0,0,0,0,2
WBGene00015317,3,0,0,0,1,0
WBGene00015318,2,3,2,3,3,0
WBGene00015320,25,34,26,31,21,17
WBGene00015321,8,11,5,4,7,6
WBGene00015322,88,69,60,78,116,90
WBGene00015323,9,5,5,8,6,7
WBGene00015324,682,705,684,574,698,674
WBGene00015325,0,0,0,0,0,0
WBGene00015326,4266,4338,4542,4467,6081,4269
WBGene00015327,1680,1801,2010,2163,2648,2685
WBGene00015328,854,1094,1069,557,767,799
WBGene00015329,5865,6166,6336,5900,7986,7302
WBGene00015330,3667,3465,3828,3162,4255,2995
WBGene00015331,2,1,0,1,2,1
WBGene00015332,193,187,240,249,320,320
WBGene00015333,51,56,39,52,65,67
