external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
K03C7.3,1,1,1,2
ttr-48,812,728,838,833
lim-4,124,93,120,96
F47F2.2,0,0,0,0
F47F2.1,648,575,536,478
F47F2.3,21,12,15,12
T22B2.7,0,0,4,0
T22B2.5,1,1,0,2
T22B2.6,1,3,0,0
T22B2.3,4,3,0,2
T22B2.2,9,8,7,13
T22B2.1,577,536,493,590
T19D2.1,37,27,31,20
T19D2.3,9,4,14,13
prl-1,633,630,610,604
lin-18,400,347,372,358
C16B8.2,64,50,45,39
C16B8.3,674,705,695,773
C16B8.4,338,320,294,332
R02E12.5,36,29,25,37
R02E12.4,44,31,33,33
hrg-1,430,443,517,567
acr-10,5,10,7,4
T06F4.1,243,198,243,219
R02E4.1,4,2,1,4
F09F9.2,305,239,267,268
F09F9.1,68,56,54,45
F09F9.3,4,0,1,1
F09F9.4,445,368,374,440
ZK470.4,1,0,0,1
ZK470.2,1659,1801,1857,1996
nck-1,3404,3104,2912,3328
ZK470.1,52,34,30,31
ZK470.6,17,18,10,11
mrp-6,616,521,538,546
vha-12,13523,12655,13816,14206
F20B6.4,4,1,6,0
F20B6.5,0,0,0,0
F20B6.1,0,2,2,2
F20B6.6,0,0,0,0
F20B6.9,104,108,64,117
F20B6.7,49,36,28,63
W01H2.2,1,0,1,0
F48D6.4,11722,10399,9913,11980
hlh-13,26,28,18,32
taf-11.1,650,622,598,690
srv-6,0,2,4,6
C52B9.4,2168,1962,1890,2082
mec-18,73,61,66,59
twk-28,102,73,97,91
pqn-15,1418,1455,1177,1413
C24A8.1,175,124,155,149
C24A8.5,4,8,0,3
F14H12.3,95,80,69,96
F14H12.2,8,4,4,3
col-165,2449,1859,2347,1915
F14H12.6,35,31,26,43
F14H12.7,8,8,7,10
F14H12.8,10,10,9,12
R160.3,18,29,31,21
R160.4,10,8,9,5
R160.5,0,0,0,1
R160.6,1,2,0,0
R160.2,0,0,0,0
lst-2,1094,974,988,1082
D1079.1,5,5,3,1
F15A8.4,5,1,3,7
F15A8.1,1,0,0,0
F15A8.7,19,12,17,11
F25F6.1,9,9,9,5
F02E8.4,3204,3122,2871,3341
aps-2,703,619,655,756
atg-16.1,1095,957,916,951
asb-2,7173,6622,7019,6960
ncr-1,537,500,518,543
rhi-1,869,802,807,999
C07A12.2,9,5,2,11
C05E11.6,12,10,11,12
amt-4,879,753,893,985
amt-1,6,6,6,2
C05E11.3,697,574,604,589
C05E11.7,66,58,54,56
C05E11.2,0,0,0,1
lnp-1,778,653,719,748
C46C11.3,287,222,238,236
F16H11.3,676,626,656,806
ceh-1,9,8,5,8
nhr-45,677,578,571,599
F16H11.2,0,0,0,1
F16H11.1,201,173,169,179
K02G10.3,345,335,320,354
K02G10.5,263,233,207,214
hyl-2,1974,1778,1839,2081
K02G10.1,426,402,393,417
dnj-14,1212,1144,1033,1171
glit-1,1459,1395,1382,1531
rpl-25.1,2916,3157,2817,3452
F55D10.4,24,11,23,20
acc-3,18,10,17,19
aman-1,1724,1616,1632,1804
lon-2,1015,935,942,1018
C39E6.2,0,1,0,0
mls-2,335,266,223,289
npr-1,9,6,9,9
F43C9.3,19,14,15,18
F43C9.2,266,210,215,206
F43C9.1,76,53,67,70
R08E3.2,833,768,719,875
F39C12.1,6137,5867,5318,6377
tsp-14,1457,1431,1346,1442
T07F12.3,17,18,25,14
T07F12.2,484,523,508,525
T07F12.1,147,132,150,129
T07F12.4,51,57,56,43
ifa-4,3087,2759,2630,2874
K05B2.4,105,66,83,91
M03F4.4,0,0,0,0
M03F4.6,4091,3501,3841,4194
ZC8.6,12077,10411,10270,11246
set-30,944,797,738,762
hsd-2,10,11,17,8
hsd-3,2,1,3,0
ZC449.2,445,365,362,356
ZC449.1,232,173,169,192
ZC449.4,81,60,70,63
ZC449.5,1560,1273,1138,1347
Y64H9A.2,44,41,44,38
Y64H9A.1,1,0,0,0
C24H10.4,2,2,3,2
C24H10.3,72,48,57,58
C24H10.2,417,381,371,400
C24H10.1,202,179,155,158
uvt-2,1106,877,741,874
ets-5,13,10,13,15
uvt-3,746,563,577,634
C42D8.1,177,152,156,178
apl-1,31444,27339,25827,28988
dpy-8,82,50,83,61
C31H2.3,6,3,10,10
C31H2.4,192,195,167,191
EGAP5.1,2,4,3,3
man(9)-alpha-mannosidase,3814,3375,3193,3417
exopolygalacturonase,17,14,10,7
T03G11.3,88,67,69,64
T03G11.6,866,871,854,1060
sru-48,1,0,0,0
zig-6,127,118,101,93
pqn-62,305,297,262,287
H28G03.3,0,1,1,0
H28G03.4,3,1,1,0
mtm-5,1802,1742,1577,1783
Y34B4A.7,778,828,744,855
Y34B4A.6,3528,3447,3469,3691
Y34B4A.9,2170,1990,2134,2196
Y34B4A.5,179,168,169,202
Y34B4A.8,877,853,758,854
hst-6,595,530,538,552
Y34B4A.2,336,291,297,322
ift-81,117,103,98,110
sto-2,58,47,65,62
C26B9.5,2158,2093,1932,2098
C26B9.6,297,237,231,248
C26B9.3,768,618,641,572
C26B9.2,15,4,10,8
C26B9.7,37,22,14,23
syn-1,508,420,342,442
pfn-2,1510,1455,1772,1625
F35C8.5,406,443,439,475
jkk-1,92,80,80,63
F35C8.8,42,35,32,42
F35C8.2,86,79,56,58
F35C8.1,0,0,2,0
C03F11.1,19,16,13,12
C03F11.2,13,15,16,15
glycoprotein,890,855,844,808
C03F11.4,151,154,115,145
C41A3.2,343,343,244,323
C41A3.1,739,620,609,691
C25F6.6,7,1,3,1
ddr-1,597,558,556,583
dpyd-1,3579,3318,3142,3281
C25F6.1,467,427,384,482
F55D1.2,0,0,0,0
F55D1.1,0,0,0,0
bus-8,1158,878,1051,910
T23F2.3,64,87,58,99
T23F2.4,1,3,0,4
T23F2.5,893,947,1046,1136
C54G7.2,1124,1014,962,1109
C54G7.1,14,7,6,6
ifta-1,298,209,225,234
C38C5.1,4,3,9,5
unc-97,2184,1812,1878,1891
sulp-2,237,219,236,258
F14D12.1,494,399,446,361
T21F4.1,1681,1496,1442,1563
T22B7.4,546,447,354,485
srv-7,28,25,25,30
T22B7.3,106,107,107,122
T22B7.7,395,436,349,381
set-19,1884,1715,1668,1804
W01C8.1,1,0,1,0
cyp-43A1,424,402,388,415
rgs-6,289,251,292,259
tag-294,1180,1093,936,1147
C54H2.4,12,2,6,4
sft-4,3586,3322,3413,3612
tag-257,587,514,561,584
F46G11.2,57,61,57,65
F46G11.1,56,27,59,34
F46G11.4,21,19,15,29
F13D11.3,84,76,73,78
F13D11.1,396,332,287,350
F13D11.4,628,474,491,484
dct-11,405,330,337,381
puf-9,2674,2464,2379,2666
W06B11.1,111,106,128,108
hog-1,85,56,68,82
ctbp-1,522,442,449,462
flp-7,134,121,129,133
F49E10.2,1067,750,826,830
tbc-16,135,113,106,102
H05L03.3,473,424,341,429
Y23B4A.1,0,0,0,1
Y23B4A.2,53,39,29,34
C46F4.1,194,181,134,197
acs-17,1358,1131,1229,1205
mig-23,849,766,711,810
R07E4.5,1413,1385,1205,1432
R07E4.3,237,211,203,295
inx-3,8171,7589,7732,8275
F22F4.4,436,393,422,445
F22F4.1,792,516,617,593
C09B8.3,42,28,30,22
C09B8.4,451,411,369,462
C09B8.5,419,341,278,326
ipp-5,479,362,421,408
C45B2.6,717,559,655,641
gln-1,972,859,844,896
ptr-4,2714,2237,2595,2357
C45B2.3,0,2,0,0
C45B2.2,41,19,24,12
C45B2.1,196,211,157,222
C45B2.8,1,2,0,3
hsp-3,34593,32845,31118,33430
C15H9.5,900,810,790,895
C15H9.4,1510,1427,1310,1437
C15H9.11,72,71,101,93
kynureninase,1971,1899,1676,1776
C15H9.3,6,7,8,2
C15H9.2,9,5,15,8
nnt-1,1088,869,893,916
C15H9.9,1509,1454,1555,1581
Y72A10A.1,170,114,130,117
tag-275,615,559,545,553
odd-2,177,152,145,192
T25B2.1,5,3,5,4
T13C5.3,34,21,23,22
T13C5.2,7,7,3,7
T13C5.4,3,6,5,5
T13C5.6,159,136,147,166
C14F11.7,4,19,3,14
C14F11.2,875,732,774,870
lite-1,63,56,65,36
C14F11.6,619,574,618,673
W05H9.3,3249,2972,3127,3806
W05H9.2,1493,1327,1293,1401
W05H9.1,2776,2393,2060,2764
T07H6.4,89,58,66,56
T07H6.5,93,74,82,94
mom-1,282,281,241,275
T10E10.3,12,12,9,12
T10E10.4,92,80,95,80
col-167,330,202,308,190
col-168,36,14,25,13
C03B1.13,204,192,207,217
C03B1.7,450,398,347,438
C03B1.9,0,0,0,0
C03B1.5,13,17,8,15
C03B1.10,2,5,1,4
C03B1.14,101,96,82,89
C03B1.4,3,2,0,0
C03B1.3,0,0,1,0
C03B1.2,1,7,5,6
C03B1.1,3,2,2,1
lmp-1,6238,6298,6552,6929
igcm-2,304,235,265,245
T22E5.3,91,81,61,75
glt-4,345,280,302,275
mup-2,4611,4059,4200,3922
T22E5.6,63,54,49,58
K10C2.1,11174,10374,11223,12462
K10C2.2,7,7,1,1
K10C2.7,18,22,30,33
K10C2.3,8819,8519,7602,8826
fumarylacetoacetase,3287,3058,3141,3607
grl-6,20,10,16,26
K10C2.6,3,0,4,0
nas-33,59,39,38,33
opt-2,2285,2060,2138,2091
K04E7.1,0,0,0,0
C15B12.2,8,3,4,3
C15B12.3,1,0,0,0
C15B12.4,102,113,77,79
C15B12.1,137,80,98,127
C15B12.6,132,148,140,144
cdf-1,1354,1297,1241,1447
glr-8,27,23,19,23
ttr-35,358,296,319,307
ceh-60,118,99,89,114
T14E8.2,1,0,4,3
T28B4.2,0,0,1,0
ttr-6,1921,1832,1664,1969
T28B4.4,72,47,49,46
C25B8.5,35,27,35,30
nhr-120,138,116,101,110
nhr-173,202,168,149,189
GARS/AIRS/GART,2689,2609,2428,2965
F38B6.6,270,215,191,221
F38B6.3,22,13,16,14
F38B6.7,29,10,19,22
F38B6.2,16,10,8,7
F38B6.1,8,4,5,7
acr-2,27,17,29,19
acr-3,11,7,7,11
smf-2,1,3,1,1
K11G12.5,1711,1535,1627,1700
R03E9.2,468,450,404,438
mdl-1,496,394,448,401
irk-1,22,22,16,28
H22K11.3,17,9,10,14
H22K11.2,509,564,519,572
asp-3,50863,49285,52728,57031
M03A8.3,165,134,118,163
atg-2,5163,4702,4374,4911
dhs-28,3844,3498,3682,3967
gei-15,908,769,854,888
F41B4.1,207,185,182,192
F41B4.3,46,39,42,49
asg-2,1651,1676,1939,2048
C53B7.2,583,514,542,553
rig-3,1019,808,772,839
C53B7.7,33,42,41,52
odr-10,25,18,13,17
C53B7.6,0,0,1,1
F41C6.2,0,0,0,1
F41C6.3,0,0,0,1
col-173,11,12,8,11
F41C6.6,3,1,2,1
F41C6.7,78,72,64,80
unc-6,1081,942,1025,1065
F14B8.4,42,46,36,43
pes-23,369,360,319,353
F14B8.2,84,77,59,75
otpl-3,133,113,98,93
F14B8.6,379,360,313,365
C16E9.2,918,882,786,943
C16E9.1,108,59,70,75
F01E11.3,105,86,87,79
ugt-57,863,704,723,772
tsp-16,126,92,97,113
cah-5,697,684,684,677
ubc-17,89,74,49,74
B0403.3,79,104,90,110
tag-320,9595,9141,9342,9862
Y1B5A.1,1,0,3,0
C36B7.4,0,0,1,0
C36B7.5,186,106,142,148
C36B7.6,2073,1855,1892,1950
C36B7.3,4,1,2,3
C36B7.2,21,21,28,18
C36B7.1,9,7,5,5
hen-1,30,36,37,44
ist-1,280,216,194,229
clec-86,28,32,27,15
alh-10,1095,1015,931,1042
lam-2,12968,11889,11090,12377
pgp-10,403,311,299,306
bar-1,388,350,328,375
C55B6.4,0,0,0,0
dnj-7,2261,2192,2029,2257
C55B6.5,0,0,0,1
ZK867.2,10,8,4,7
syd-9,9596,8064,7556,8292
F46H5.3,42598,41709,42561,46830
F46H5.4,3963,3570,3372,3766
F46H5.5,25,22,31,22
lact-1,108,75,76,102
grd-7,6,4,9,9
sur-5,3165,2975,2910,3409
his-38,25,28,12,34
T08A9.6,11,5,10,12
T08A9.5,22,18,21,18
T08A9.4,26,18,21,21
spp-3,1307,1517,1241,1843
spp-6,3,2,1,1
spp-4,849,768,776,892
spp-5,6962,6885,5872,7600
sng-1,114,85,110,101
ttr-30,142,126,107,119
atg-11,3356,3085,2866,3226
C07D8.6,4661,4594,5142,5327
C07D8.5,0,0,2,0
C56G3.2,3,4,2,1
C10A4.6,16,9,17,20
C10A4.5,29,16,32,12
C10A4.4,34,35,32,38
C10A4.3,66,53,61,78
C10A4.2,1,0,0,1
C10A4.7,3,4,3,7
C10A4.1,25,21,18,23
mnm-2,85,79,81,77
clc-2,198,161,155,176
clc-5,294,243,285,303
acl-12,596,522,509,556
coh-1,2719,2656,2291,2673
F48E3.9,92,71,73,64
F48E3.2,1629,1579,1428,1516
F48E3.4,6696,6422,5684,6429
F48E3.3,7693,7266,6812,7433
F48E3.6,658,558,582,596
lgc-11,24,16,21,21
F46C8.3,523,430,419,464
ceh-14,88,66,68,78
dpy-7,1635,1420,1564,1483
glb-16,35,15,17,14
col-174,51,40,54,64
F46C8.1,5,6,10,11
F46C8.8,214,146,158,159
F08C6.5,70,38,45,62
tag-197,818,736,683,740
apy-1,2858,2635,2416,2726
unc-98,469,394,381,401
C44E12.1,345,300,304,314
F26A10.1,15,15,12,20
F26A10.2,770,633,673,696
F27D9.3,0,0,0,0
F27D9.4,2,0,0,0
pcca-1,9478,8977,9417,9908
dhs-29,439,350,396,396
F27D9.7,87,85,89,81
F27D9.2,287,222,217,240
C53C9.2,1562,1263,1191,1193
K09F5.4,1,1,0,0
vit-1,60308,69842,65608,77151
set-12,125,139,127,169
K09F5.1,1,2,2,4
C47C12.2,1,1,0,0
C47C12.4,8,2,5,7
deg-1,284,239,221,273
mec-7,808,623,734,717
ZK154.1,420,295,367,320
ZK154.4,929,712,809,767
ZK154.5,2171,2045,1704,2103
adm-4,961,884,891,945
R03G5.3,3,8,7,7
R03G5.6,42,36,35,47
sek-1,1364,1385,1244,1301
eft-4,118809,117438,121704,122978
C54D2.2,5,4,4,6
C54D2.1,85,60,64,64
C39D10.2,41,40,39,38
C39D10.5,30,24,24,17
C39D10.6,34,23,25,36
C39D10.1,0,0,0,0
C39D10.7,41754,41980,38324,44682
zig-4,157,166,166,161
zig-3,75,64,86,104
tnt-3,9402,8506,7798,8717
dct-1,1312,1143,1287,1417
sfxn-2,348,287,352,321
sem-5,1818,1580,1641,1641
F45E1.5,33,18,28,18
his-71,881,828,977,926
F45E1.4,33,37,59,52
F45E1.3,217,190,221,224
F45E1.2,5,9,5,16
F45E1.1,108,70,86,85
C34D10.2,1783,1501,1577,1821
C34D10.1,332,325,343,433
C18A11.6,1,1,0,1
C18A11.4,32,22,16,24
C18A11.3,246,216,206,208
C18A11.2,6,6,9,12
C18A11.1,80,68,50,75
C46F2.1,56,62,46,55
K07E3.4,10436,9042,9341,10455
dao-3,5316,5021,4961,6027
K07E3.2,774,708,652,819
K07E3.1,1691,1572,1474,1716
hlh-8,23,23,28,36
C02B8.5,52,35,45,52
C02B8.6,599,494,482,522
C02B8.7,0,0,0,0
C02B8.3,36,28,32,31
fbxc-38,0,2,2,0
C02B8.1,12,9,11,9
F22F1.2,9,18,10,10
hil-3,3059,3117,3107,3317
F22F1.3,14,13,17,13
C17H11.2,897,843,777,876
C17H11.1,34,33,14,27
C17H11.4,1,0,1,0
C17H11.5,4,6,6,7
cdd-1,153,167,161,160
C47D2.1,18,13,27,17
K02A6.1,0,0,0,0
K02A6.2,2,1,1,4
M60.2,9721,9183,9644,11083
kqt-2,406,350,378,397
M60.6,211,179,217,209
M60.7,89,92,109,124
cutl-29,167,169,192,191
ksr-1,733,699,643,718
F13B9.2,63,47,58,46
R09F10.3,788,673,671,779
ced-13,0,0,0,0
inx-5,1476,1260,1275,1312
R09F10.5,98,68,79,102
srh-11,0,0,0,0
pqn-57,0,0,0,0
abu-9,0,0,0,0
R09F10.8,2712,2472,2203,2792
F55E10.4,0,0,0,0
F55E10.5,0,0,1,0
F55E10.2,0,0,0,0
F55E10.1,0,0,0,0
F55E10.6,510,476,451,465
F55E10.7,281,227,265,319
F40B5.2,1411,1239,1262,1565
F40B5.3,1,3,3,2
F40B5.1,7,4,4,6
tbc-18,194,173,159,174
sulp-3,65,44,60,55
F08F1.9,4,5,4,8
ced-8,466,377,399,405
spp-13,170,138,141,162
tag-123,4181,3802,3994,4217
tth-1,1497,1438,1439,1594
F08F1.3,79,61,75,88
F16F9.1,130,105,103,120
dpy-6,235,165,190,187
mec-10,41,32,34,30
T01B10.5,35,25,37,41
grd-14,79,54,77,39
grd-4,16,15,7,19
H03E18.1,1144,900,914,891
H03E18.2,6,4,11,6
flp-5,111,110,107,84
sdha-1,4465,4165,4363,4680
utx-1,2396,2234,2214,2407
tag-279,4136,3323,3435,3550
F18E9.6,0,0,0,2
F18E9.4,13,8,9,8
F18E9.3,319,262,253,267
nlp-7,65,47,48,52
F18E9.7,0,8,0,0
F18E9.1,48,37,39,44
H35N09.2,68,49,63,84
H35N09.1,6,2,0,3
K01A12.2,3,5,3,3
K01A12.3,16,18,12,11
F12D9.2,2,1,2,0
K09E2.3,671,661,659,661
K09E2.2,699,677,683,689
K09E2.1,1,3,0,3
F53A9.5,30,21,36,24
F53A9.4,64,45,53,47
F53A9.3,23,18,26,24
F53A9.2,4,4,9,4
F53A9.1,18,30,12,48
F53A9.6,71,51,54,77
F53A9.7,24,25,22,38
F53A9.8,152,143,151,210
F53A9.9,41,34,42,39
EGAP4.1,36,20,27,22
M02D8.3,1147,1026,937,1133
M02D8.2,21,22,17,26
M02D8.5,65,69,74,70
M02D8.1,1317,1216,1149,1157
ZK721.4,10,7,11,2
ZK721.3,31,28,34,18
unc-27,6536,6323,5621,6415
R04E5.7,14,3,13,15
R04E5.9,259,245,216,246
R04E5.2,348,295,263,301
sec-15,1376,1304,1222,1350
C28G1.2,37,34,32,44
ubc-23,137,100,100,132
C28G1.4,396,363,353,354
C06E2.5,413,416,349,467
ubc-22,11,9,13,8
ubc-21,6,6,4,3
C06E2.1,63,44,49,43
C06E2.2,0,1,0,1
cyn-8,3675,3303,2689,3435
nlp-14,353,310,338,298
D1009.1,2058,1883,1801,1945
dylt-2,9,17,15,9
C48C5.3,7,9,4,4
C48C5.1,12,10,12,12
twk-18,779,601,576,602
C24A3.4,192,182,163,170
C24A3.2,889,741,886,747
C24A3.1,10,9,7,1
T25B6.4,0,1,0,1
T25B6.5,1,1,1,3
T25B6.6,4,5,2,3
T25B6.3,1,0,0,0
snf-12,205,157,154,138
T25B6.2,2868,2420,2519,2482
T25B6.1,2,1,1,0
F47E1.3,16,8,14,14
F47E1.2,359,312,319,304
F47E1.4,281,228,247,249
F47E1.1,8,8,10,8
H08J11.2,915,885,756,943
C25A11.2,1003,968,969,1014
C25A11.1,63,37,61,81
B0563.5,6,2,8,12
tmbi-4,1607,1383,1611,1645
tsp-11,205,151,170,172
B0563.1,16,18,21,21
B0563.8,7,6,8,10
Y81B9A.3,0,0,0,0
Y81B9A.2,1,12,3,3
col-175,1,5,2,1
lgc-4,71,52,59,67
gpa-12,180,152,138,155
pes-8,141,158,133,140
F18G5.5,0,0,0,1
F18G5.1,0,2,0,2
F18G5.6,481,447,359,467
B0416.5,12528,11982,12430,13491
B0416.4,226,215,155,222
B0416.3,33,31,17,31
gly-13,737,668,650,701
B0416.2,66,75,69,82
B0416.1,626,543,531,527
F35G8.1,16,14,21,17
T20B5.2,54,33,47,25
apa-2,4117,3660,3749,3813
flp-20,30,37,32,41
C23F12.4,246,226,194,204
C23F12.3,4,8,11,11
flnb-1,617,609,551,629
flna-1,18608,16087,16094,17073
B0272.4,548,499,553,552
B0272.3,1910,1820,1970,2058
tbb-4,668,493,563,580
gosr-2.1,298,310,297,340
ZK899.1,92,79,99,107
ZK899.7,12,5,10,8
ZK899.2,1530,1438,1475,1599
ZK899.3,15,10,5,5
tba-8,42,29,33,39
ZK899.5,21,15,9,14
ZK899.6,140,129,99,130
C07B5.2,1,1,1,1
C07B5.6,13,8,11,13
C07B5.3,2,2,1,6
nuc-1,4987,4150,4126,4769
F49E2.1,382,334,318,325
glb-17,56,16,27,37
C11E4.1,741,729,649,680
C11E4.2,102,77,91,79
tag-263,2,1,3,3
C11E4.4,9,6,5,10
C11E4.6,894,660,724,739
C11E4.7,103,100,80,89
F34H10.1,0,0,1,2
F34H10.2,1,4,8,3
F34H10.3,656,578,617,640
F34H10.4,10,6,10,15
T14B1.2,33,26,31,26
T14B1.1,1690,1282,1466,1341
ifp-1,1244,779,924,735
C43C3.2,22,13,18,13
dyf-8,796,695,624,668
F15G9.1,2271,2052,2256,2303
F15G9.3,3,1,1,1
F15G9.2,1,0,0,0
F15G9.5,128,113,154,115
T09B9.3,19,12,14,14
T09B9.2,25,17,30,23
T09B9.4,1391,1287,1232,1469
T09B9.5,3,1,3,3
F36G3.1,1013,857,765,831
F36G3.2,312,261,287,316
dpy-22,8158,7349,6455,8258
F47A4.5,1368,1259,1183,1284
vab-15,146,125,155,145
lec-8,3838,3717,4203,4652
lec-7,26,16,14,17
R07B1.3,141,149,143,153
gst-36,1039,935,1039,1090
R07B1.5,2,2,5,3
R07B1.6,9,11,3,8
R07B1.7,1,2,2,1
R07B1.8,39,27,26,28
R07B1.9,215,149,206,180
mrp-4,13210,13276,13116,15224
F21G4.1,238,276,246,249
F21G4.3,5,6,2,1
F21G4.4,246,237,219,277
F21G4.5,47,51,44,47
F21G4.6,1147,1005,984,1092
C17G1.1,0,0,0,1
C17G1.2,804,721,676,839
C17G1.5,320,289,235,253
C17G1.7,1268,1052,1163,1185
pssy-1,1622,1517,1423,1664
F19C6.5,88,83,88,82
grk-1,2356,2123,1906,2231
F19C6.2,1211,1206,1038,1160
F19C6.3,28,44,32,36
F42G10.1,469,388,358,376
mkk-4,446,414,359,358
VZC374L.1,46,37,45,50
ZC374.2,672,555,619,533
gnrr-3,5,4,4,8
ZC373.1,959,844,861,918
ZC373.2,4821,5597,5718,6637
ZC373.3,2,3,1,2
ZC373.4,674,552,444,575
ZC373.5,229,216,201,216
dao-4,0,1,8,1
col-176,990,950,882,715
W07E11.1,8735,8400,8503,9987
flp-3,232,217,205,238
T06H11.2,0,2,2,0
moc-1,736,612,605,691
oac-14,142,121,144,123
erd-2,2327,2152,2165,2303
F09B9.4,363,282,284,257
C07A4.1,120,114,110,96
C07A4.2,29,25,20,23
C07A4.3,21,14,8,16
F21A10.2,11979,10695,10525,11539
F21A10.4,20,12,13,13
F44A6.3,10,6,9,13
F44A6.4,108,99,101,114
F44A6.5,199,154,209,203
C14H10.1,930,820,838,894
str-74,2,2,0,0
C32A9.1,3,1,5,1
F41E7.2,239,203,191,241
F41E7.1,1450,1346,1386,1482
F41E7.3,32,26,32,24
fip-5,76,95,74,113
fipr-21,569,526,452,627
cnc-8,118,115,79,247
F41E7.6,11,17,13,21
F41E7.7,10,8,2,17
R07E3.6,1384,1079,1005,1119
R07E3.4,424,413,364,446
cut-5,439,408,330,384
R07E3.2,126,143,73,156
R07E3.7,91,67,55,86
Y49A10A.1,12,9,10,2
rme-4,1835,1813,1806,1842
F46F6.2,4102,4027,3834,4318
gur-3,26,18,21,20
ZC504.1,8,18,7,23
acr-8,127,106,130,97
ZC504.3,1235,1118,1018,1176
C39B10.3,8,3,6,7
C39B10.4,2,1,0,0
C39B10.5,0,0,3,2
C39B10.1,45,44,31,33
elt-2,527,437,530,525
C33D3.3,14,14,7,12
C33D3.4,1,2,1,0
tag-289,579,531,484,587
git-1,1469,1257,1192,1406
F59F5.1,194,166,169,176
F59F5.2,41,36,28,34
F59F5.8,112,105,108,118
F59F5.3,55,48,44,58
collagen,4,1,1,4
F59F5.5,44,28,39,29
syd-2,2872,2536,2405,2727
F59F5.7,262,199,211,237
F57C7.1,11545,11310,11074,11610
F57C7.4,73,46,53,42
flp-19,96,89,91,122
abl-1,8226,7250,7091,7667
M79.3,258,185,169,207
M79.2,198,186,183,193
F11A1.2,8,8,5,10
F13E6.2,68,51,53,43
F13E6.1,2826,2636,2660,2901
F13E6.3,93,80,79,92
F13E6.4,1476,1349,1238,1500
F13E6.5,576,556,563,661
rhgf-1,451,358,349,336
mbr-1,55,63,47,46
egl-36,61,42,61,50
R07A4.2,44,36,46,37
R07A4.4,32,44,32,34
R07A4.3,30,26,27,30
clc-4,8,6,7,4
ttr-14,189,171,130,164
scl-22,13,11,15,16
T05A10.4,17,8,16,7
T05A10.6,20,17,12,20
frm-9,36,27,15,32
F31B12.2,179,109,151,141
C05A9.3,21,20,22,26
C05A9.2,656,561,554,617
pgp-5,390,302,332,334
pgp-8,54,57,52,49
pgp-7,5,10,11,10
T21E8.4,28,21,27,30
T21E8.5,1,2,3,4
F47B10.6,0,0,0,0
F47B10.5,95,86,83,99
F47B10.4,0,0,1,0
F47B10.3,2,0,2,5
F47B10.2,1917,1722,1701,1706
F47B10.1,5414,5051,5066,5251
acbp-3,511,455,409,528
F47B10.8,14,15,13,14
F47B10.9,291,225,247,278
T21B6.5,5,5,4,9
dgn-1,3261,2873,2872,3265
T21B6.4,0,0,0,0
T21B6.2,145,145,136,160
T21B6.3,2042,1548,1607,1402
pbo-4,529,431,461,482
K09C8.2,1,1,0,2
nas-10,8,1,7,5
lge-1,29,25,24,21
pxn-2,1019,934,913,1004
ver-4,104,85,77,114
ver-3,2331,1999,1852,2194
col-177,41,27,38,30
F59F3.4,122,98,94,81
ttr-31,130,142,141,116
F58A3.4,4,4,3,8
F58A3.3,17,11,9,5
ldb-1,9230,7966,7971,8852
clc-1,419,359,381,447
C09F12.2,28,19,23,18
lpr-3,4054,3503,3851,3772
W04G3.1,1763,1439,1531,1465
W04G3.2,2502,1955,2187,2164
lpr-4,1635,1294,1464,1368
apt-9,60,51,48,41
W04G3.5,1942,1960,1844,2049
W04G3.7,7,3,7,4
W02H3.1,68,67,55,70
R08B4.3,277,265,247,265
alr-1,406,317,351,370
C05C9.3,87,90,79,75
C05C9.2,5,4,2,2
C05C9.1,55,41,37,26
F13D2.1,826,693,588,692
gnrr-6,15,13,5,12
gnrr-7,10,5,4,14
F13D2.4,96,76,79,95
C34F6.1,121,87,119,98
col-178,10784,10752,9797,11042
col-179,2020,2025,1917,2025
hst-2,656,567,470,561
C34F6.6,85,75,64,93
C34F6.5,69,64,44,57
C34F6.7,359,351,376,412
C34F6.8,1661,1388,1301,1577
C34F6.9,818,772,704,827
C34F6.10,1418,1283,1221,1348
C03A3.2,1624,1456,1482,1735
C03A3.3,14,14,15,7
F38B2.2,16,14,7,10
F38B2.3,18,15,10,11
F38B2.4,739,657,603,643
inx-2,3600,3346,3196,3738
F08G12.2,1667,1555,1397,1655
F08G12.3,137,154,154,183
F08G12.1,889,735,633,829
vhl-1,159,142,147,140
F08G12.5,77,64,50,57
F08G12.8,7,8,6,12
nhr-33,76,73,57,65
asm-2,1196,937,909,1117
ZK455.5,37,32,26,26
npr-9,10,6,6,1
gcy-9,64,53,38,45
aco-1,8199,7545,8332,8507
pgp-3,919,797,729,834
pgp-4,483,423,425,448
ttyh-1,6627,5756,5968,6507
F42E11.3,6,1,3,3
tni-1,2040,1590,1482,1552
F08B12.1,880,729,697,724
prx-12,274,227,270,264
F08B12.4,2520,2369,2720,2982
pek-1,1860,1701,1527,1768
F46C3.2,46,42,50,60
hum-4,4292,3624,3770,3917
F48C5.1,52,43,48,56
lin-14,2607,1954,2058,1970
spp-9,0,2,1,0
EGF-repeats,16703,16046,17651,19200
F29G6.1,64,28,33,34
F29G6.2,110,68,55,78
sdc-2,2822,2461,2201,2533
C35C5.8,972,772,725,896
C35C5.9,27,41,30,77
C35C5.2,8,7,11,6
C35C5.3,4678,4292,4251,4554
mig-2,866,877,817,889
lev-8,172,170,163,154
C35C5.6,1726,1492,1499,1674
frm-3,522,390,407,393
