wormbase_gene,N2.2,Eat2.2,Nhr62.2,Nhr62Eat2.2,N2.3,Eat2.3,Nhr62.3,Nhr62Eat2.3,N2.1,Eat2.1,Nhr62.1,Nhr62Eat2.1
WBGene00202228,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206372,8,34,7,10,11,18,10,13,9,20,10,14
WBGene00015196,153,234,181,126,178,154,237,162,218,141,321,91
WBGene00015197,560,1109,551,712,475,811,689,797,521,624,652,552
WBGene00015199,1,1,1,4,0,0,1,0,0,2,0,0
WBGene00196769,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198013,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198916,0,1,0,0,1,0,0,0,1,0,0,0
WBGene00199312,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00199885,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201149,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201168,0,2,0,2,3,0,1,0,1,0,6,1
WBGene00201815,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202113,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202231,0,0,2,2,0,0,2,2,1,1,0,0
WBGene00007178,284,439,326,393,257,289,392,307,325,358,480,219
WBGene00014660,16,56,29,34,14,49,31,40,31,52,30,23
WBGene00007179,1,4,1,1,2,9,0,1,3,11,6,2
WBGene00007180,214,208,299,197,270,176,324,195,231,130,494,118
WBGene00196148,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196515,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007181,1,3,1,3,0,4,1,2,1,5,0,2
WBGene00007183,7,2,9,9,4,3,5,5,9,2,5,2
WBGene00194695,7,9,5,21,7,18,10,24,5,25,7,17
WBGene00007186,5788,4757,6325,6048,5569,3883,7983,5399,5295,3811,9422,3222
WBGene00007188,973,922,1032,1064,908,699,1259,918,906,695,1346,592
WBGene00198532,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198994,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200751,0,0,0,1,1,0,0,0,0,0,0,0
WBGene00202008,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015202,7,49,10,24,16,38,21,20,11,25,22,14
WBGene00007189,995,970,1123,1020,937,772,1384,967,956,747,1487,553
WBGene00199878,2,0,0,1,0,1,0,1,0,0,0,0
WBGene00200897,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007192,6302,6103,6487,7254,6725,4968,8496,6659,6660,5235,9806,4450
WBGene00007193,1404,1127,1396,1311,1204,918,1778,1298,1223,965,1924,707
WBGene00007194,515,373,566,497,564,353,616,405,633,451,964,305
WBGene00197442,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008135,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008179,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195287,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195973,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196022,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196589,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197163,1,2,3,1,0,1,0,3,1,4,1,3
WBGene00197247,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198054,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198226,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00199122,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199462,0,3,0,1,0,0,0,1,0,0,0,0
WBGene00200617,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015204,957,918,950,1208,925,746,1276,1005,876,807,1261,600
WBGene00015206,5473,5535,5919,6468,5306,4180,7213,5891,5267,4381,8035,3602
WBGene00015207,1428,1341,1529,1454,1284,1012,1896,1378,1297,969,2136,837
WBGene00015208,925,1076,923,1007,918,775,1286,947,869,755,1301,616
WBGene00015210,13,47,24,22,17,25,13,32,22,38,19,24
WBGene00194883,8,11,10,9,5,5,9,4,3,5,4,7
WBGene00195793,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195826,0,1,0,1,1,0,0,0,0,0,0,0
WBGene00198668,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00198986,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199083,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199787,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199849,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201851,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015211,6,12,0,5,6,12,2,9,4,21,3,7
WBGene00015215,7,66,14,22,23,52,20,41,23,51,18,20
WBGene00015218,95,157,90,135,65,85,171,124,79,85,120,64
WBGene00195358,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199663,0,1,1,0,0,0,1,1,0,0,0,0
WBGene00202499,0,0,1,0,0,2,0,2,0,0,1,1
WBGene00015219,591,903,681,779,488,637,757,756,596,755,873,521
WBGene00015220,37,131,23,87,9,76,30,73,52,119,56,62
WBGene00015221,0,3,2,2,0,1,0,6,1,0,4,1
WBGene00015222,1,3,1,1,0,1,2,1,0,0,4,4
WBGene00015223,12,42,15,33,15,26,26,27,4,43,14,11
WBGene00015224,1,16,5,9,3,6,3,6,6,10,5,8
WBGene00015225,9,43,13,39,12,38,23,32,13,30,8,14
WBGene00015226,8,10,4,8,4,12,9,8,9,8,7,7
WBGene00015236,698,1225,971,724,665,975,1210,711,938,1232,1510,494
WBGene00015237,7996,6166,8719,8908,7890,5757,11281,8469,7703,6017,11056,5095
WBGene00015238,1701,1870,1714,1747,1632,1262,2443,1818,1618,1231,2565,1052
WBGene00199530,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200290,8,2,9,5,7,3,14,8,2,3,7,1
WBGene00219234,11,5,13,3,6,1,10,3,3,3,12,1
WBGene00015228,16,6,17,6,5,8,11,7,5,17,13,6
WBGene00015232,6089,5789,6726,6536,5940,4805,8099,5387,6146,5993,10569,3809
WBGene00015233,1331,1128,1413,1440,1240,875,1713,1308,1160,922,2179,743
WBGene00045278,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045279,0,0,0,0,1,0,1,0,0,0,0,0
WBGene00007196,2889,1935,2673,2886,2483,1521,3413,2606,2185,1418,4727,1497
WBGene00007198,2,3,0,0,0,0,0,0,0,0,0,0
WBGene00007199,4,8,9,6,2,5,7,8,4,1,9,0
WBGene00009206,0,0,0,0,0,1,1,0,0,1,0,1
WBGene00199078,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015241,22,135,31,56,29,93,43,82,45,107,47,64
WBGene00015242,2,6,2,5,3,3,1,4,3,5,5,2
WBGene00015243,15,89,24,36,24,48,26,40,49,71,44,41
WBGene00015244,21,152,24,78,42,102,48,86,51,114,67,65
WBGene00015245,847,602,889,936,855,636,1129,805,861,669,1170,526
WBGene00195367,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196244,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201476,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015247,71,110,111,85,86,90,116,72,95,72,160,47
WBGene00015250,693,763,710,889,723,662,992,913,706,856,1069,605
WBGene00015251,359,520,385,460,355,382,533,500,312,530,427,324
WBGene00015252,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015253,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199137,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015254,0,0,2,1,0,0,0,0,1,0,0,0
WBGene00015255,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015257,0,0,1,0,1,0,0,0,0,1,2,0
WBGene00015258,19,89,39,85,32,48,51,79,24,39,74,41
WBGene00015260,12,6,10,2,7,5,16,4,10,11,11,5
WBGene00015261,14,5,7,7,6,5,11,9,2,0,14,4
WBGene00077673,2,0,1,0,1,2,4,0,4,0,3,0
WBGene00195575,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196554,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198682,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199389,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00201180,1,3,4,1,0,1,1,1,2,1,1,1
WBGene00202135,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206365,0,0,0,0,1,0,2,1,2,1,0,0
WBGene00015262,24,103,40,51,39,55,33,62,48,76,61,36
WBGene00015263,62,69,84,71,55,59,81,72,70,63,127,48
WBGene00015264,14,18,11,25,4,17,13,20,21,17,25,10
WBGene00015265,2,1,3,1,3,4,4,5,0,1,4,1
WBGene00044687,1,1,0,1,0,1,0,0,1,1,0,0
WBGene00007202,439,405,452,422,444,331,608,454,387,322,794,322
WBGene00007206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007207,1826,1758,1948,1843,1838,1366,2519,1659,1962,1419,2715,1152
WBGene00007208,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015266,921,784,1030,1120,1074,748,1350,911,1148,749,1736,634
WBGene00015268,82,81,61,76,58,69,110,92,65,76,102,51
WBGene00195946,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200732,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023227,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00023228,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023229,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023230,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00023231,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007209,68,347,79,135,104,222,119,177,152,267,134,124
WBGene00007211,55,18,29,21,22,18,37,29,14,17,34,4
WBGene00007212,11,38,19,28,14,33,33,21,21,49,35,11
WBGene00044127,10,52,13,26,15,26,25,35,29,32,23,19
WBGene00044128,1,0,0,0,0,0,0,1,1,0,0,0
WBGene00202313,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007213,18,13,11,15,7,14,10,7,5,11,15,10
WBGene00198708,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007214,79,80,87,45,103,58,163,74,94,73,120,29
WBGene00007216,1199,1424,1056,1286,1177,1001,1602,1393,1011,1019,1580,744
WBGene00007218,5,5,1,3,6,2,9,5,3,6,4,3
WBGene00044982,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00077546,0,0,1,1,0,1,1,0,0,0,1,0
WBGene00015284,171,199,215,153,125,151,265,223,159,197,229,108
WBGene00044294,704,786,678,733,815,535,1056,616,721,427,1070,323
WBGene00015278,582,1109,639,600,583,847,948,784,645,596,863,418
WBGene00015279,128,128,135,106,92,85,153,105,111,160,167,78
WBGene00194839,6,32,8,15,9,26,10,13,21,25,13,15
WBGene00195911,0,1,2,0,0,0,0,2,0,0,0,2
WBGene00200962,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201114,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015280,2158,2646,2165,3535,1910,2280,2107,3192,2493,2579,3305,2109
WBGene00015281,5,3,3,4,4,0,2,0,3,1,8,0
WBGene00015282,2461,2450,2898,2524,2586,1835,3668,2310,2583,1925,4351,1538
WBGene00015283,2521,2204,2838,2707,2389,1890,3522,2569,2343,1788,3446,1428
WBGene00200963,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015291,816,875,861,772,743,634,1054,787,669,618,1493,499
WBGene00022904,38,46,42,35,31,24,56,36,34,23,42,16
WBGene00015269,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015270,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015271,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00015272,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197279,0,1,0,1,0,0,2,0,0,1,1,0
WBGene00197765,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198056,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200053,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200596,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201855,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015277,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195328,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00196436,0,0,1,0,0,0,0,1,0,0,0,1
WBGene00007220,126,286,203,190,129,204,183,255,206,142,223,116
WBGene00044129,0,0,0,0,1,0,1,0,0,0,1,0
WBGene00194890,0,0,0,1,0,1,0,2,0,0,0,0
WBGene00194939,6,13,8,7,8,2,5,2,11,9,5,3
WBGene00200813,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206391,0,0,1,1,1,0,0,0,0,0,0,0
WBGene00015294,131,170,165,151,111,151,175,142,164,119,239,74
WBGene00197576,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015292,0,7,3,1,2,4,0,3,2,3,4,2
WBGene00015293,254,531,306,445,221,375,377,445,323,495,420,261
WBGene00198695,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199009,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201103,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201823,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015298,481,180,481,259,376,148,615,300,457,113,702,98
WBGene00015299,18,38,29,31,18,17,49,31,27,35,46,22
WBGene00015300,2,0,4,10,2,5,8,8,4,24,12,3
WBGene00015301,2947,2354,3070,3099,2649,2181,3952,3012,2749,2282,4173,1830
WBGene00195643,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202373,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00196006,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197034,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197505,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198507,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199623,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202263,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197075,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199478,0,0,1,0,1,1,2,0,0,0,0,0
WBGene00219207,27,37,31,40,23,24,37,38,21,24,31,25
WBGene00007222,87,451,116,171,151,297,147,274,174,379,193,164
WBGene00007223,1581,1777,1604,1626,1621,1170,2031,1446,1444,1188,2522,1000
WBGene00007230,41,231,81,113,74,189,71,177,143,234,89,104
WBGene00007237,475,527,448,509,433,408,617,511,432,386,665,340
WBGene00007238,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007239,1,2,2,2,1,5,1,3,1,1,2,1
WBGene00007240,1,11,4,9,2,6,3,4,4,6,3,7
WBGene00007241,7,20,8,5,3,15,5,6,6,8,10,10
WBGene00044658,0,2,2,3,0,2,1,4,1,2,2,6
WBGene00077583,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00077584,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007231,2,9,3,6,2,2,3,8,5,14,3,6
WBGene00007232,1,7,3,14,0,6,0,14,3,9,9,24
WBGene00007233,4,37,4,14,3,19,5,11,7,47,11,22
WBGene00007234,1257,1369,1343,1379,1321,982,1835,1364,1201,914,2051,800
WBGene00007236,276,374,289,298,259,297,399,316,286,159,468,183
WBGene00044053,31,47,34,46,33,27,46,39,29,35,65,24
WBGene00044333,16,79,30,57,35,54,31,55,43,82,52,39
WBGene00201201,0,0,1,3,1,0,1,1,1,1,1,0
WBGene00201977,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219299,2,3,4,2,0,1,3,0,1,4,5,2
WBGene00007244,90,249,106,163,149,173,153,163,192,190,187,114
WBGene00007245,0,6,0,0,0,1,2,3,2,3,3,1
WBGene00007247,19,15,19,26,8,17,19,25,10,14,27,5
WBGene00007249,21,108,30,60,37,80,44,60,81,113,56,45
WBGene00015305,23,150,23,53,42,86,42,74,50,124,51,38
WBGene00015306,77,370,107,215,165,341,156,238,222,394,173,158
WBGene00015307,561,642,566,598,468,419,778,551,519,432,873,359
WBGene00015309,2,5,5,6,3,9,5,1,4,3,4,2
WBGene00015311,33,45,35,28,30,25,38,28,27,29,37,13
WBGene00014663,32,41,46,42,41,36,67,52,26,27,47,28
WBGene00202300,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00007224,24,105,25,43,31,80,26,65,40,102,41,45
WBGene00007225,2766,1478,2450,2254,1924,1355,2992,2219,1611,1131,2852,1237
WBGene00007226,1319,1593,1293,1613,1181,1104,1656,1388,1121,1304,1787,938
WBGene00007227,9935,8822,10742,11045,8772,7700,12952,11131,8666,7790,14247,6411
WBGene00007229,20,56,17,25,13,43,20,23,12,62,21,21
WBGene00015312,5534,4058,5882,5693,5239,3575,7244,5444,4661,3120,7805,3263
WBGene00200253,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00200854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201710,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007253,15,13,11,14,7,9,12,15,13,12,18,4
WBGene00007254,171,195,211,283,222,137,219,193,197,126,317,140
WBGene00007257,152,154,157,133,151,103,223,109,187,69,238,76
WBGene00015328,372,538,387,469,389,428,509,483,432,449,544,255
WBGene00015329,3321,2946,3576,3580,3442,2447,4777,3317,3094,2424,4428,1956
WBGene00015330,2291,1855,2415,2525,2201,1713,2730,2119,2467,1798,3634,1416
WBGene00015331,5,31,5,10,11,21,10,26,17,30,17,15
WBGene00195531,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196535,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196900,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200553,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00199348,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200045,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00200321,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200401,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201352,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007259,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196697,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197413,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197462,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00197828,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198254,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009555,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015320,31,44,26,38,25,35,47,40,26,27,35,28
WBGene00200631,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015322,44,57,50,80,44,57,66,69,52,58,54,46
WBGene00015324,179,154,176,219,129,101,189,187,142,110,277,101
WBGene00015325,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201551,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201714,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202257,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196047,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197064,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00197114,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198465,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199517,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200486,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199170,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199624,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00199850,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200000,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200761,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201167,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202448,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196797,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00197838,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198227,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198861,0,1,0,1,0,0,0,0,0,1,1,0
WBGene00199038,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00009936,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015336,44,88,44,76,55,57,80,60,59,74,91,58
WBGene00043097,1193,1394,1231,1277,1109,1011,1501,1372,1131,1125,1807,856
WBGene00195936,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015342,2,2,1,1,1,0,0,1,1,0,1,1
WBGene00198871,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202099,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00015339,11,13,0,30,5,6,11,0,4,50,0,2
WBGene00015340,1,48,1,8,5,35,1,2,1,43,0,1
WBGene00015341,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00015355,220,129,123,86,123,80,216,119,128,97,162,48
WBGene00015357,637,531,619,766,515,395,730,710,515,416,839,416
WBGene00015358,2,3,2,6,5,3,4,2,1,1,4,0
WBGene00022905,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196852,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00202419,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007264,4,1,3,13,1,5,4,7,3,19,7,3
WBGene00007265,1,1,0,2,0,0,0,0,0,0,0,0
WBGene00195947,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015351,42,144,59,73,50,78,64,110,57,122,99,47
WBGene00015352,201,319,176,233,156,200,245,182,130,256,210,107
WBGene00015353,500,528,588,559,495,435,755,611,419,359,748,357
WBGene00044445,147,222,145,150,113,147,192,161,142,128,212,85
WBGene00015345,31,67,53,58,46,44,47,49,47,64,58,33
WBGene00015346,2489,2431,2510,2510,2350,1815,3403,2411,2317,2024,3704,1522
WBGene00015348,175,836,326,478,311,550,353,444,428,667,356,342
WBGene00015359,76,137,106,88,88,99,121,113,76,75,146,60
WBGene00015360,6,73,12,20,11,35,13,34,27,57,9,22
WBGene00044803,6,11,6,9,3,1,5,5,4,2,5,2
WBGene00201137,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015361,0,1,0,0,0,0,0,1,0,0,0,0
WBGene00196746,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00200729,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007266,40,64,34,52,38,41,75,51,55,43,71,32
WBGene00007267,1650,1818,1809,2047,1480,1276,2173,1967,1527,1288,2690,999
WBGene00007268,1,11,8,8,2,7,4,5,2,4,4,0
WBGene00197484,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00199525,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00200552,1,0,1,4,1,0,1,3,1,0,1,0
WBGene00201557,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00201687,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010276,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015371,60,32,43,45,39,31,44,46,49,37,55,22
WBGene00199455,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015366,41,27,35,37,34,31,31,35,37,35,40,26
WBGene00015372,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015380,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00015381,178,264,200,215,145,182,248,237,217,230,285,134
WBGene00015382,118,166,133,198,85,111,145,148,123,108,187,82
WBGene00202206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015373,5,5,3,1,3,9,6,6,4,4,6,3
WBGene00015374,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015375,0,1,0,0,0,0,0,0,0,1,0,0
WBGene00015376,2,11,3,3,4,5,9,9,1,11,4,3
WBGene00015377,1,5,4,7,7,8,4,0,5,6,5,2
WBGene00015378,411,363,446,440,332,232,500,351,412,236,648,230
WBGene00015379,1,2,1,1,0,0,3,1,1,1,3,0
WBGene00015385,16,13,16,8,11,21,28,6,21,9,16,18
WBGene00015386,61,170,48,104,76,122,94,93,109,147,93,87
WBGene00044946,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195511,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197172,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007269,28,161,42,56,54,121,67,97,64,122,70,53
WBGene00007271,4,2,1,0,2,0,10,4,2,1,4,0
WBGene00007273,6,1,2,1,5,3,0,1,0,3,1,2
WBGene00007274,89,359,103,195,140,226,145,179,207,303,197,139
WBGene00197076,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199062,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00200034,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200507,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007275,30,57,28,49,32,42,45,57,38,51,36,38
WBGene00007279,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007281,29,63,22,44,29,27,44,45,35,39,50,22
WBGene00195286,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00198246,0,0,1,1,2,0,1,0,0,0,0,0
WBGene00015388,5,18,3,12,4,14,13,13,7,29,10,6
WBGene00015390,153,250,204,167,127,183,220,189,206,140,301,114
WBGene00195532,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196512,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196593,0,0,0,1,0,2,0,0,1,1,0,0
WBGene00022906,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015402,86,141,69,129,73,108,93,153,84,188,110,116
WBGene00015393,60,175,112,191,71,95,173,230,64,129,161,163
WBGene00015394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007284,664,646,648,766,568,469,895,687,668,521,1124,423
WBGene00195772,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202227,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015405,1315,1316,1457,1350,1394,1103,1867,1262,1287,1089,1976,815
WBGene00015406,1,1,1,0,0,0,1,2,2,3,2,1
WBGene00015407,325,475,398,299,303,296,426,329,390,247,573,149
WBGene00015408,33,56,18,45,20,50,27,37,15,48,46,31
WBGene00015409,11,4,8,5,3,5,8,5,1,5,8,4
WBGene00199576,1,0,0,0,0,0,0,1,0,0,1,0
WBGene00206366,3,3,4,9,6,4,10,10,3,3,6,3
WBGene00007285,24,72,26,39,24,48,31,41,31,52,32,22
WBGene00007286,113,38,114,112,84,42,154,119,75,35,128,60
WBGene00007288,11,39,8,18,5,20,13,23,8,39,4,13
WBGene00196619,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198308,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199448,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000308,0,0,0,0,1,0,0,3,0,1,0,0
WBGene00200867,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200874,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201735,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201982,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202026,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206529,10,17,7,9,6,10,8,8,2,8,10,5
WBGene00196586,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200136,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022907,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007289,4,10,2,3,3,2,4,3,5,6,5,1
WBGene00007290,2566,2157,2584,2619,2350,1660,3322,2714,2166,1273,3697,1451
WBGene00007292,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00007293,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007294,0,0,0,0,0,0,0,0,0,0,0,0
