wormbase_gene,JA1,JA2,JA3,JA4,JA5,JA6,JA10,JA11,JA12,JA13,JA14,JA15,JA19,JA20,JA21,JA22,JA23,JA24,JA28,JA29,JA30,JA31
WBGene00196007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00197047,1,6,1,2,3,8,1,0,2,1,2,5,5,2,1,1,2,4,1,2,4,0
WBGene00197809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
WBGene00007143,7461,8252,5687,4127,8386,4923,5837,7706,5449,9836,3961,4328,4245,9974,8669,7930,9027,11784,11097,7178,16937,8847
WBGene00007144,4341,5902,3602,3351,7266,3918,4343,6206,3425,7712,3386,3196,5048,5754,4873,7389,6680,7550,5954,2258,6170,2960
WBGene00007145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00007146,49,68,45,27,63,37,52,56,32,100,37,34,52,63,71,65,72,125,134,42,125,78
WBGene00007147,57,70,37,37,75,32,63,96,44,139,39,44,51,102,85,99,90,114,85,59,103,86
WBGene00015149,1,1,2,0,0,1,4,3,1,6,1,2,4,4,4,6,11,11,9,2,13,0
WBGene00015150,2183,2515,1610,1526,3130,1708,2077,2974,1615,3810,1733,1533,2620,2597,2292,3650,3111,3854,2776,1082,2776,1351
WBGene00197400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199402,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,2
WBGene00015147,1644,1892,1227,888,1761,856,1770,2461,1659,3201,1438,1459,777,2496,2013,2130,2372,2979,1841,1011,2479,1187
WBGene00023226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015151,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0
WBGene00015152,6,5,6,8,9,3,5,5,2,10,4,4,16,7,15,13,18,29,31,10,20,9
WBGene00015153,13,26,11,8,27,11,21,23,13,23,16,7,36,38,31,45,37,39,11,8,18,12
WBGene00195406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199653,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
WBGene00200257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
WBGene00200594,1,4,1,0,4,0,0,0,1,0,0,2,2,2,3,1,1,2,2,1,7,1
WBGene00200898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201166,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0
WBGene00201487,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
WBGene00201592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015155,30,41,27,15,38,14,30,26,35,51,11,18,8,48,41,31,37,54,48,42,87,40
WBGene00198942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015165,26,24,6,11,19,22,15,18,5,21,12,10,13,21,15,20,14,21,21,16,23,10
WBGene00015156,3354,3985,2561,2046,3877,2079,3362,4537,2786,5691,2615,2581,2888,5260,4160,4430,5272,6234,4627,2387,5673,2926
WBGene00015157,3392,3703,2510,1663,3215,1761,3279,4435,2925,5656,2440,2235,1576,4416,3744,3348,4318,4909,3129,1937,4215,2433
WBGene00015158,39,45,36,30,45,16,24,33,21,43,15,20,24,50,35,47,37,55,94,41,107,57
WBGene00015160,2883,3643,2283,1804,3498,1845,3217,4505,2639,5722,2474,2347,1973,4600,3709,3967,4819,5398,3443,1830,4860,2324
WBGene00015163,923,1252,819,806,1339,704,813,1193,629,1282,526,518,1339,1931,1479,1845,1784,2092,2332,1286,2895,1317
WBGene00007151,1,5,1,3,2,1,6,19,6,24,13,8,5,12,16,34,24,26,24,5,17,12
WBGene00199942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WBGene00007155,782,1056,586,504,1154,586,277,391,207,494,166,166,137,337,278,321,303,370,163,67,215,118
WBGene00196917,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
WBGene00197704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007156,7,16,8,17,10,8,0,0,1,0,0,0,0,1,5,0,0,1,1,2,3,2
WBGene00007158,0,1,0,0,1,1,1,0,0,0,1,0,0,2,2,0,2,0,1,0,2,0
WBGene00007159,84,92,64,81,130,91,2,2,2,2,1,0,0,1,7,4,1,1,3,3,8,5
WBGene00195400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
WBGene00007160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0
WBGene00007165,197,213,149,143,229,124,142,233,131,313,131,134,146,331,253,282,344,382,250,128,304,141
WBGene00196283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007161,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0
WBGene00014643,162,243,145,91,245,122,119,184,94,221,76,91,228,356,330,361,355,422,551,203,590,267
WBGene00045374,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1
WBGene00195794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196707,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,0
WBGene00197954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00197966,1,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
WBGene00198723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00199221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00007168,10419,12262,9260,5820,12270,6906,11248,14001,11473,19350,9411,10125,7418,16449,15059,14717,15534,20211,11616,5805,13711,6823
WBGene00007169,31,32,21,25,39,21,10,9,6,11,7,3,6,8,22,12,12,12,14,8,33,16
WBGene00007170,325,428,234,124,309,126,83,117,83,158,57,59,71,170,108,145,151,163,148,85,202,108
WBGene00007171,4370,5650,3639,2426,5536,2851,4452,5408,3840,7838,2926,3516,2664,7253,5919,7111,6896,8235,5057,2232,6709,3025
WBGene00007172,6,18,4,6,10,4,6,9,7,14,4,5,8,11,5,12,12,17,20,9,8,6
WBGene00007173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044636,241,312,199,169,356,180,260,351,169,373,176,165,216,302,247,388,335,441,282,172,414,222
WBGene00201861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00007175,2965,3467,2332,1553,3350,1847,2169,2671,1772,3527,1375,1454,889,2104,1731,2075,1884,2400,1648,837,1955,978
WBGene00199089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
WBGene00014644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014653,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
WBGene00014654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
WBGene00014645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014649,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00014650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
WBGene00014651,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,2
WBGene00014652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WBGene00197662,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00199097,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0
WBGene00200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015167,130,196,95,48,137,71,218,291,213,279,112,119,74,359,307,307,290,376,542,358,768,409
WBGene00015169,183,242,156,144,295,125,155,245,107,298,133,94,189,253,225,388,295,320,655,359,780,375
WBGene00043982,78,106,68,47,114,61,89,106,61,139,52,59,44,125,87,76,99,77,41,37,75,46
WBGene00196142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196675,0,1,1,0,2,1,1,1,2,1,1,0,1,0,2,0,1,1,2,2,2,1
WBGene00197563,1,5,2,3,1,2,4,2,2,1,3,4,2,4,5,6,2,1,7,3,11,7
WBGene00015170,0,1,1,0,3,0,0,0,1,1,0,2,0,1,2,0,0,3,5,6,2,1
WBGene00015172,818,1092,630,580,1266,678,324,496,254,557,211,202,225,352,279,475,428,457,205,104,292,146
WBGene00197982,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,3,2
WBGene00023468,13,29,13,19,43,18,1,1,0,6,0,3,1,2,4,2,2,9,4,1,2,2
WBGene00044939,28,41,17,31,48,18,5,8,4,14,8,4,14,9,6,14,9,12,8,2,11,5
WBGene00198221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015178,74,81,53,66,131,94,4,7,2,13,3,7,6,2,7,6,9,14,20,8,23,13
WBGene00015179,93,92,57,53,113,83,47,74,35,73,39,28,82,170,141,161,143,169,371,197,497,246
WBGene00015180,503,683,423,362,729,403,520,827,465,861,397,376,873,1044,847,1203,1092,1142,1368,482,1268,635
WBGene00015181,8955,10775,6861,4972,10250,5366,6826,9032,5571,10856,3957,4160,4758,12334,9992,7881,9263,10087,11485,5601,13736,6874
WBGene00015182,157,238,118,133,311,127,6,13,6,10,5,3,9,29,10,17,38,21,222,101,248,136
WBGene00195710,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
WBGene00198460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00015183,15,19,14,20,26,15,11,19,7,16,11,10,5,20,17,19,23,21,28,10,28,20
WBGene00015191,992,1406,889,759,1578,909,1334,1736,1060,2311,1034,1067,1440,1957,1819,2316,2230,2594,1802,755,1787,921
WBGene00015192,1,9,4,2,6,4,0,1,0,0,0,0,1,1,2,1,1,2,1,2,2,0
WBGene00044640,53,78,43,39,92,56,39,51,29,77,28,28,58,88,80,112,103,129,182,71,184,107
WBGene00195323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195535,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0
WBGene00196557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015188,971,983,740,306,592,346,998,1240,1108,1772,780,885,192,1652,1395,839,1290,1866,1150,685,1453,804
WBGene00015189,78,73,61,72,114,78,63,92,66,103,85,81,186,96,104,169,130,167,107,48,100,62
WBGene00015190,131,177,111,65,186,95,75,113,59,132,62,48,94,127,104,125,145,161,163,77,150,75
WBGene00195335,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199082,1,2,0,2,7,2,0,3,2,3,1,0,2,4,3,5,5,4,9,4,6,7
WBGene00199379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00200955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00015196,265,359,201,156,399,192,262,370,157,370,133,121,164,320,218,274,338,346,86,39,140,61
WBGene00015197,335,444,282,209,468,249,343,470,262,441,152,179,315,756,588,609,590,674,1065,680,1747,794
WBGene00015199,1,5,2,0,1,2,3,2,1,3,2,3,4,9,5,6,3,9,4,4,6,2
WBGene00196769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198916,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
WBGene00199312,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0
WBGene00199885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201168,4,3,3,0,2,3,1,2,2,4,3,1,0,3,2,3,3,4,3,1,4,0
WBGene00201815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
WBGene00202113,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
WBGene00202231,0,0,3,1,2,0,2,0,0,4,1,2,0,2,2,4,2,4,6,1,4,2
WBGene00007178,625,864,508,408,930,536,324,443,273,615,239,207,365,524,455,611,546,747,711,365,846,427
WBGene00014660,11,12,4,6,20,10,7,13,9,21,4,6,6,12,12,15,7,21,10,7,15,5
WBGene00007179,1,0,2,0,4,1,6,6,4,4,1,5,9,3,6,7,7,5,10,2,9,4
WBGene00007180,286,400,215,150,409,215,174,336,144,244,85,110,155,198,168,238,243,260,460,196,531,243
WBGene00196148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
WBGene00196515,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
WBGene00007181,23,13,11,10,25,10,36,40,22,55,24,25,38,51,31,58,45,48,57,17,44,28
WBGene00007183,14,19,19,13,32,19,7,6,7,18,3,3,3,15,14,15,11,20,24,13,32,22
WBGene00194695,25,27,16,12,33,19,186,311,131,263,126,94,207,357,281,385,361,387,436,199,642,277
WBGene00007186,9339,11076,7009,4339,9013,4607,8661,11358,7721,15366,6208,6281,3413,12990,10734,9770,11951,13397,9898,5334,12865,6574
WBGene00007188,2215,2658,1741,1331,2893,1528,2002,2606,1811,3608,1642,1589,1779,3145,2749,3015,3257,3870,2461,1135,3030,1601
WBGene00198532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00200751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00202008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015202,11,15,7,5,14,13,0,2,0,3,1,0,1,4,1,1,2,6,13,21,28,26
WBGene00007189,1944,2332,1602,1161,2479,1328,1980,2562,1581,3525,1427,1476,1300,2484,2095,2811,2696,3269,1991,890,2369,1122
WBGene00199878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007192,10811,13464,8240,6049,13951,6855,8155,10860,6071,14019,4961,5413,6129,13699,11440,11506,13406,15136,12401,5658,15637,7370
WBGene00007193,2191,2353,1709,1343,2476,1407,1890,2524,1676,3306,1633,1517,1557,2555,2167,2725,2652,3585,2110,986,2420,1254
WBGene00007194,895,1038,788,526,1175,838,376,463,455,729,377,402,565,777,684,861,911,1242,659,331,865,458
WBGene00197442,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00008135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195287,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
WBGene00197163,0,0,1,0,1,0,0,0,0,2,0,0,0,4,2,1,1,0,9,3,4,0
WBGene00197247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
WBGene00198054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
WBGene00199122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199462,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
WBGene00200617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
WBGene00015204,1481,1648,1120,839,1513,788,1515,2020,1515,2517,1176,1111,900,2610,2216,1735,2419,2648,2221,1511,3310,1941
WBGene00015206,8994,9876,6700,4138,7742,3993,9657,12183,8727,15189,5896,6494,3740,16896,13262,9002,12432,14878,12663,7727,17310,9291
WBGene00015207,3634,4421,2941,2443,5191,2860,2773,3708,2419,5085,2213,2129,3407,4483,3918,5238,4711,5823,4600,1901,4871,2422
WBGene00015208,1940,2373,1475,1298,2697,1384,1657,2625,1428,3083,1343,1232,1698,2562,2069,2419,2572,3040,2277,1045,2738,1395
WBGene00015210,7,6,2,3,8,3,0,1,1,0,0,0,1,1,1,1,3,0,13,6,13,7
WBGene00194883,5,10,2,1,7,8,2,4,2,8,1,4,1,4,2,4,4,7,15,13,16,5
WBGene00195793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195826,1,1,1,3,0,0,0,1,0,3,0,0,4,2,1,3,0,0,3,0,6,2
WBGene00198668,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,4,1,2
WBGene00198986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00199083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00199787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00015211,4,5,2,1,1,3,1,0,1,4,0,1,3,2,1,2,0,2,7,3,12,12
WBGene00015215,12,5,3,5,17,8,1,0,1,4,1,0,3,2,3,0,0,5,6,3,7,1
WBGene00015218,192,250,120,99,239,103,103,173,103,225,84,66,143,194,147,197,182,185,411,155,378,161
WBGene00195358,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0
WBGene00199663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,2,1,1
WBGene00015219,891,1094,668,543,1070,581,835,1288,772,1428,675,660,809,1717,1422,1417,1541,1867,3165,2026,4067,2182
WBGene00015220,246,309,196,169,370,155,78,136,77,105,45,51,68,169,89,126,136,160,217,122,265,120
WBGene00015221,2,2,1,6,8,4,0,5,1,0,1,2,6,2,1,4,0,2,17,6,14,5
WBGene00015222,2,2,1,1,4,1,0,2,1,2,0,0,1,4,0,1,0,1,15,5,5,5
WBGene00015223,16,11,14,11,18,17,14,19,14,16,23,5,27,42,37,43,35,53,368,242,463,267
WBGene00015224,11,8,8,8,5,3,12,10,7,10,3,2,12,19,22,23,24,26,135,64,192,105
WBGene00015225,14,4,12,19,18,6,30,38,12,31,23,11,53,122,102,88,106,126,1049,644,1375,847
WBGene00015226,11,21,2,7,17,8,10,23,10,24,9,8,19,20,14,18,27,30,37,22,26,16
WBGene00015236,180,188,137,116,178,101,108,121,114,181,70,72,110,155,139,157,195,284,195,102,213,146
WBGene00015237,9412,11228,7972,4380,9001,4975,10612,13036,10903,18956,7634,9250,5757,18950,16105,13749,17173,20925,17983,9152,21937,10849
WBGene00015238,2839,3872,2300,2238,4800,2592,3585,5078,2762,6544,2932,2719,3996,4497,3661,6526,5471,6160,4508,1610,4770,2221
WBGene00199530,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200290,6,4,1,3,1,0,3,1,2,1,1,0,0,5,1,4,2,2,1,0,2,0
WBGene00015228,6,4,2,3,10,2,5,9,4,8,5,3,6,5,4,4,3,10,3,1,6,2
WBGene00015232,1,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,1,2,1,1,1,1
WBGene00015233,3021,3617,2511,2132,4450,2681,3686,5060,3198,6568,2935,2954,4783,5520,4853,6620,5870,7312,5191,2193,5821,2811
WBGene00045278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00007196,4660,6626,4168,3880,8148,4503,7567,10977,5443,11486,4883,4465,8810,13274,11381,18488,15477,19421,17675,8015,23740,10701
WBGene00007198,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
WBGene00007199,1,1,1,0,4,0,1,1,0,4,1,1,0,2,2,2,3,1,3,0,0,1
WBGene00009206,2,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
WBGene00199078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00015241,3,15,6,5,15,5,3,1,1,1,1,0,0,3,5,2,2,5,9,1,8,2
WBGene00015242,1,4,0,0,4,0,0,0,2,0,0,0,0,1,2,3,0,0,4,1,1,1
WBGene00015243,9,12,5,5,8,4,0,3,0,4,0,1,1,1,5,3,5,2,5,4,10,4
WBGene00015244,6,5,3,5,13,12,4,5,2,7,8,3,13,9,5,8,14,14,21,8,12,5
WBGene00015245,1530,1796,1292,596,1184,627,1732,1979,1678,2882,1255,1410,209,2505,2188,1546,2295,2617,1726,1020,2717,1322
WBGene00195367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
